green_channel,red_channel,ir_channel,Anomaly_ch2,Anomaly_ch2,Anomaly_ch2
16610,25422,50633,0,0,0
16521,25357,50547,0,0,0
16439,25300,50463,0,0,0
16357,25244,50378,0,0,0
16264,25179,50284,0,0,0
16161,25106,50184,0,0,0
16057,25033,50087,0,0,0
15952,24963,49994,0,0,0
15842,24892,49900,0,0,0
15735,24825,49806,0,0,0
15643,24769,49720,0,0,0
15568,24726,49643,0,0,0
15502,24687,49571,0,0,0
15449,24656,49508,0,0,0
15417,24643,49466,0,0,0
15405,24650,49443,0,0,0
15407,24668,49437,0,0,0
15421,24690,49443,0,0,0
15444,24718,49458,0,0,0
15469,24746,49473,0,0,0
15487,24765,49476,0,0,0
15501,24776,49468,0,0,0
15511,24783,49453,0,0,0
15504,24781,49430,0,0,0
15473,24764,49389,0,0,0
15423,24734,49335,0,0,0
15360,24696,49271,0,0,0
15283,24647,49193,0,0,0
15192,24588,49098,0,0,0
15099,24527,49001,0,0,0
15017,24475,48916,0,0,0
14949,24432,48838,0,0,0
14899,24397,48769,0,0,0
14871,24374,48715,0,0,0
14863,24365,48678,0,0,0
14863,24365,48649,0,0,0
14864,24368,48626,0,0,0
14863,24375,48609,0,0,0
14860,24383,48596,0,0,0
14847,24385,48575,0,0,0
14818,24375,48539,0,0,0
14776,24357,48495,0,0,0
14726,24333,48445,0,0,0
14663,24298,48384,0,0,0
14588,24252,48309,0,0,0
14506,24199,48224,0,0,0
14411,24133,48129,0,0,0
14294,24051,48025,0,0,0
14165,23957,47910,0,0,0
14036,23864,47793,0,0,0
13909,23775,47678,0,0,0
13780,23687,47562,0,0,0
13655,23602,47449,0,0,0
13548,23528,47346,0,0,0
13462,23473,47257,0,0,0
13394,23435,47187,0,0,0
13357,23419,47141,0,0,0
13362,23431,47128,0,0,0
13409,23470,47147,0,0,0
13493,23533,47198,0,0,0
13613,23619,47282,0,0,0
13764,23730,47401,0,0,0
13930,23856,47546,0,0,0
14105,23987,47709,0,0,0
14293,24122,47891,0,0,0
14491,24259,48092,0,0,0
14688,24394,48306,0,0,0
14879,24525,48528,0,0,0
15070,24658,48762,0,0,0
15266,24793,49013,0,0,0
15462,24926,49276,0,0,0
15655,25055,49545,0,0,0
15849,25182,49824,0,0,0
16043,25305,50112,0,0,0
16225,25419,50395,0,0,0
16390,25524,50663,0,0,0
16547,25626,50921,0,0,0
16699,25728,51171,0,0,0
16842,25825,51410,0,0,0
16972,25915,51634,0,0,0
17091,25999,51841,0,0,0
17195,26074,52027,0,0,0
17273,26131,52183,0,0,0
17329,26169,52307,0,0,0
17373,26199,52406,0,0,0
17407,26223,52488,0,0,0
17430,26237,52552,0,0,0
17446,26244,52603,0,0,0
17461,26253,52647,0,0,0
17473,26263,52687,0,0,0
17480,26268,52725,0,0,0
17488,26271,52762,0,0,0
17500,26279,52802,0,0,0
17512,26291,52845,0,0,0
17523,26301,52885,0,0,0
17544,26313,52932,0,0,0
17590,26341,53002,0,0,0
17660,26388,53096,0,0,0
17745,26450,53205,0,0,0
17848,26526,53334,0,0,0
17968,26618,53481,0,0,0
18091,26714,53634,0,0,0
18204,26796,53780,0,0,0
18305,26864,53915,0,0,0
18392,26921,54035,0,0,0
18452,26963,54135,0,0,0
18478,26983,54209,0,0,0
18480,26982,54258,0,0,0
18463,26967,54283,0,0,0
18423,26936,54280,0,0,0
18361,26891,54254,0,0,0
18294,26845,54221,0,0,0
18234,26808,54191,0,0,0
18180,26782,54165,0,0,0
18139,26765,54142,0,0,0
18129,26765,54129,0,0,0
18159,26790,54135,0,0,0
18217,26833,54156,0,0,0
18287,26888,54186,0,0,0
18363,26951,54225,0,0,0
18438,27015,54263,0,0,0
18498,27066,54287,0,0,0
18538,27098,54291,0,0,0
18562,27115,54280,0,0,0
18567,27117,54257,0,0,0
18551,27102,54226,0,0,0
18520,27077,54192,0,0,0
18489,27056,54162,0,0,0
18458,27040,54140,0,0,0
18426,27024,54121,0,0,0
18402,27012,54110,0,0,0
18398,27013,54112,0,0,0
18413,27025,54125,0,0,0
18431,27039,54143,0,0,0
18448,27055,54158,0,0,0
18468,27073,54174,0,0,0
18482,27089,54189,0,0,0
18475,27093,54193,0,0,0
18452,27082,54182,0,0,0
18419,27061,54162,0,0,0
18375,27029,54130,0,0,0
18312,26987,54082,0,0,0
18237,26942,54025,0,0,0
18160,26902,53967,0,0,0
18082,26863,53906,0,0,0
18006,26823,53839,0,0,0
17944,26788,53774,0,0,0
17901,26761,53715,0,0,0
17858,26733,53654,0,0,0
17804,26696,53586,0,0,0
17739,26651,53513,0,0,0
17666,26602,53439,0,0,0
17578,26546,53360,0,0,0
17484,26485,53274,0,0,0
17398,26426,53191,0,0,0
17329,26371,53115,0,0,0
17266,26320,53041,0,0,0
17204,26273,52965,0,0,0
17146,26234,52892,0,0,0
17090,26202,52824,0,0,0
17031,26169,52755,0,0,0
16969,26135,52682,0,0,0
16909,26105,52611,0,0,0
16856,26080,52544,0,0,0
16799,26052,52476,0,0,0
16735,26014,52403,0,0,0
16669,25969,52326,0,0,0
16600,25917,52249,0,0,0
16512,25850,52166,0,0,0
16406,25772,52072,0,0,0
16294,25690,51972,0,0,0
16177,25605,51869,0,0,0
16052,25517,51764,0,0,0
15929,25429,51656,0,0,0
15819,25352,51551,0,0,0
15720,25290,51457,0,0,0
15631,25241,51373,0,0,0
15563,25208,51301,0,0,0
15523,25193,51251,0,0,0
15504,25192,51219,0,0,0
15494,25194,51194,0,0,0
15494,25199,51175,0,0,0
15500,25209,51156,0,0,0
15501,25216,51130,0,0,0
15487,25209,51091,0,0,0
15457,25188,51037,0,0,0
15410,25153,50972,0,0,0
15340,25100,50893,0,0,0
15242,25029,50795,0,0,0
15120,24946,50679,0,0,0
14979,24852,50551,0,0,0
14819,24744,50405,0,0,0
14646,24624,50243,0,0,0
14474,24504,50081,0,0,0
14313,24393,49939,0,0,0
14166,24294,49820,0,0,0
14041,24213,49718,0,0,0
13950,24154,49636,0,0,0
13896,24120,49573,0,0,0
13865,24109,49526,0,0,0
13849,24116,49497,0,0,0
13859,24139,49490,0,0,0
13889,24173,49499,0,0,0
13924,24210,49514,0,0,0
13964,24247,49525,0,0,0
14009,24282,49530,0,0,0
14048,24310,49530,0,0,0
14065,24324,49522,0,0,0
14052,24319,49500,0,0,0
14012,24297,49459,0,0,0
13947,24257,49398,0,0,0
13861,24198,49319,0,0,0
13764,24126,49227,0,0,0
13667,24051,49130,0,0,0
13573,23973,49035,0,0,0
13478,23894,48943,0,0,0
13385,23821,48852,0,0,0
13300,23762,48771,0,0,0
13227,23718,48700,0,0,0
13161,23683,48632,0,0,0
13108,23659,48568,0,0,0
13069,23648,48517,0,0,0
13034,23644,48476,0,0,0
12998,23637,48440,0,0,0
12966,23629,48407,0,0,0
12940,23623,48377,0,0,0
12911,23612,48343,0,0,0
12875,23588,48296,0,0,0
12833,23555,48236,0,0,0
12785,23518,48169,0,0,0
12730,23479,48101,0,0,0
12672,23443,48033,0,0,0
12627,23418,47974,0,0,0
12600,23411,47934,0,0,0
12590,23418,47910,0,0,0
12599,23436,47898,0,0,0
12636,23469,47901,0,0,0
12708,23523,47927,0,0,0
12808,23592,47974,0,0,0
12935,23674,48045,0,0,0
13092,23773,48147,0,0,0
13273,23890,48281,0,0,0
13461,24018,48440,0,0,0
13652,24149,48621,0,0,0
13852,24290,48828,0,0,0
14060,24441,49064,0,0,0
14273,24598,49323,0,0,0
14493,24758,49601,0,0,0
14733,24927,49904,0,0,0
14993,25113,50236,0,0,0
15263,25314,50591,0,0,0
15545,25527,50963,0,0,0
15840,25741,51349,0,0,0
16134,25946,51741,0,0,0
16413,26138,52121,0,0,0
16671,26317,52477,0,0,0
16905,26476,52804,0,0,0
17111,26614,53103,0,0,0
17283,26728,53367,0,0,0
17429,26824,53598,0,0,0
17559,26909,53801,0,0,0
17669,26980,53977,0,0,0
17763,27038,54125,0,0,0
17855,27091,54253,0,0,0
17951,27154,54375,0,0,0
18048,27226,54494,0,0,0
18144,27299,54608,0,0,0
18247,27370,54717,0,0,0
18354,27441,54826,0,0,0
18451,27512,54932,0,0,0
18529,27572,55027,0,0,0
18587,27618,55112,0,0,0
18628,27649,55182,0,0,0
18645,27662,55232,0,0,0
18642,27660,55267,0,0,0
18635,27651,55299,0,0,0
18626,27638,55331,0,0,0
18610,27619,55355,0,0,0
18590,27596,55368,0,0,0
18581,27580,55384,0,0,0
18590,27577,55415,0,0,0
18615,27592,55466,0,0,0
18660,27627,55538,0,0,0
18736,27689,55637,0,0,0
18846,27774,55763,0,0,0
18982,27872,55906,0,0,0
19141,27985,56059,0,0,0
19324,28114,56223,0,0,0
19517,28254,56393,0,0,0
19701,28394,56558,0,0,0
19869,28527,56707,0,0,0
20026,28651,56843,0,0,0
20173,28763,56966,0,0,0
20301,28859,57067,0,0,0
20407,28938,57142,0,0,0
20499,29005,57201,0,0,0
20577,29062,57245,0,0,0
20639,29112,57277,0,0,0
20692,29159,57300,0,0,0
20735,29201,57313,0,0,0
20761,29233,57316,0,0,0
20773,29255,57308,0,0,0
20778,29268,57296,0,0,0
20784,29280,57284,0,0,0
20790,29290,57273,0,0,0
20793,29293,57257,0,0,0
20799,29290,57239,0,0,0
20808,29284,57223,0,0,0
20808,29272,57203,0,0,0
20790,29248,57174,0,0,0
20759,29217,57138,0,0,0
20725,29186,57102,0,0,0
20689,29156,57066,0,0,0
20656,29129,57031,0,0,0
20642,29120,57009,0,0,0
20655,29134,57011,0,0,0
20687,29164,57033,0,0,0
20732,29203,57062,0,0,0
20791,29251,57096,0,0,0
20862,29310,57142,0,0,0
20936,29375,57194,0,0,0
21004,29437,57239,0,0,0
21062,29495,57274,0,0,0
21099,29536,57291,0,0,0
21098,29543,57274,0,0,0
21058,29518,57218,0,0,0
20991,29470,57135,0,0,0
20901,29403,57033,0,0,0
20793,29321,56920,0,0,0
20676,29234,56806,0,0,0
20570,29157,56698,0,0,0
20482,29094,56600,0,0,0
20409,29040,56506,0,0,0
20356,29001,56417,0,0,0
20326,28980,56341,0,0,0
20304,28965,56279,0,0,0
20269,28939,56210,0,0,0
20212,28893,56126,0,0,0
20129,28826,56030,0,0,0
20012,28733,55916,0,0,0
19846,28607,55767,0,0,0
19644,28459,55588,0,0,0
19426,28299,55394,0,0,0
19195,28129,55192,0,0,0
18953,27947,54984,0,0,0
18718,27774,54784,0,0,0
18509,27626,54604,0,0,0
18331,27505,54446,0,0,0
18182,27407,54311,0,0,0
18067,27334,54202,0,0,0
17986,27286,54117,0,0,0
17922,27253,54044,0,0,0
17860,27221,53972,0,0,0
17797,27187,53897,0,0,0
17724,27144,53818,0,0,0
17628,27079,53722,0,0,0
17500,26986,53598,0,0,0
17346,26867,53452,0,0,0
17167,26729,53286,0,0,0
16960,26575,53103,0,0,0
16730,26408,52904,0,0,0
16494,26240,52702,0,0,0
16266,26074,52501,0,0,0
16046,25909,52299,0,0,0
15837,25753,52102,0,0,0
15641,25616,51923,0,0,0
15461,25496,51762,0,0,0
15295,25388,51617,0,0,0
15145,25292,51489,0,0,0
15010,25212,51378,0,0,0
14894,25148,51281,0,0,0
14798,25095,51193,0,0,0
14724,25052,51113,0,0,0
14673,25023,51046,0,0,0
14641,25003,50994,0,0,0
14619,24985,50951,0,0,0
14610,24971,50914,0,0,0
14613,24966,50881,0,0,0
14613,24963,50845,0,0,0
14593,24950,50797,0,0,0
14551,24922,50736,0,0,0
14490,24877,50661,0,0,0
14397,24806,50561,0,0,0
14260,24707,50428,0,0,0
14088,24581,50269,0,0,0
13892,24439,50092,0,0,0
13668,24283,49900,0,0,0
13419,24113,49696,0,0,0
13168,23942,49494,0,0,0
12943,23790,49310,0,0,0
12753,23667,49152,0,0,0
12601,23569,49021,0,0,0
12491,23501,48915,0,0,0
12421,23457,48835,0,0,0
12371,23428,48773,0,0,0
12331,23406,48719,0,0,0
12305,23392,48673,0,0,0
12291,23388,48632,0,0,0
12279,23383,48588,0,0,0
12259,23371,48536,0,0,0
12243,23361,48490,0,0,0
12239,23357,48455,0,0,0
12240,23353,48420,0,0,0
12235,23346,48376,0,0,0
12224,23338,48328,0,0,0
12207,23329,48282,0,0,0
12181,23313,48230,0,0,0
12140,23285,48164,0,0,0
12084,23249,48085,0,0,0
12007,23200,47994,0,0,0
11899,23129,47885,0,0,0
11764,23034,47756,0,0,0
11615,22928,47622,0,0,0
11455,22814,47490,0,0,0
11283,22689,47351,0,0,0
11106,22558,47201,0,0,0
10935,22430,47047,0,0,0
10781,22310,46902,0,0,0
10643,22201,46776,0,0,0
10526,22113,46675,0,0,0
10443,22055,46608,0,0,0
10397,22028,46575,0,0,0
10382,22029,46575,0,0,0
10405,22059,46618,0,0,0
10476,22121,46719,0,0,0
10593,22212,46877,0,0,0
10746,22326,47087,0,0,0
10934,22459,47343,0,0,0
11156,22610,47642,0,0,0
11399,22773,47972,0,0,0
11653,22943,48322,0,0,0
11920,23123,48690,0,0,0
12199,23315,49075,0,0,0
12472,23509,49463,0,0,0
12729,23692,49831,0,0,0
12972,23860,50175,0,0,0
13202,24014,50494,0,0,0
13411,24151,50783,0,0,0
13595,24272,51041,0,0,0
13765,24381,51274,0,0,0
13924,24484,51489,0,0,0
14064,24575,51682,0,0,0
14179,24650,51848,0,0,0
14276,24712,51986,0,0,0
14356,24757,52095,0,0,0
14411,24782,52173,0,0,0
14433,24786,52217,0,0,0
14429,24778,52239,0,0,0
14398,24759,52243,0,0,0
14336,24726,52225,0,0,0
14254,24681,52194,0,0,0
14178,24636,52162,0,0,0
14119,24600,52139,0,0,0
14083,24578,52128,0,0,0
14077,24575,52137,0,0,0
14110,24599,52176,0,0,0
14181,24651,52249,0,0,0
14279,24722,52348,0,0,0
14398,24806,52465,0,0,0
14535,24903,52601,0,0,0
14677,25003,52745,0,0,0
14804,25092,52884,0,0,0
14907,25165,53008,0,0,0
14983,25223,53110,0,0,0
15024,25260,53182,0,0,0
15029,25269,53218,0,0,0
15002,25253,53218,0,0,0
14948,25215,53186,0,0,0
14861,25147,53124,0,0,0
14739,25052,53031,0,0,0
14603,24948,52921,0,0,0
14468,24851,52810,0,0,0
14336,24760,52703,0,0,0
14211,24677,52599,0,0,0
14104,24607,52501,0,0,0
14019,24556,52418,0,0,0
13954,24518,52347,0,0,0
13902,24490,52284,0,0,0
13867,24478,52233,0,0,0
13853,24478,52196,0,0,0
13849,24486,52170,0,0,0
13851,24498,52150,0,0,0
13857,24512,52136,0,0,0
13860,24519,52124,0,0,0
13853,24514,52110,0,0,0
13838,24502,52096,0,0,0
13826,24494,52092,0,0,0
13819,24491,52095,0,0,0
13813,24487,52098,0,0,0
13808,24485,52095,0,0,0
13801,24485,52085,0,0,0
13784,24482,52065,0,0,0
13754,24466,52035,0,0,0
13712,24435,51992,0,0,0
13666,24397,51944,0,0,0
13622,24360,51898,0,0,0
13580,24322,51849,0,0,0
13549,24289,51800,0,0,0
13531,24268,51762,0,0,0
13511,24252,51734,0,0,0
13481,24233,51709,0,0,0
13443,24211,51686,0,0,0
13405,24191,51661,0,0,0
13362,24172,51628,0,0,0
13304,24141,51578,0,0,0
13235,24099,51514,0,0,0
13160,24053,51445,0,0,0
13069,23995,51367,0,0,0
12960,23924,51269,0,0,0
12847,23851,51153,0,0,0
12736,23778,51032,0,0,0
12621,23700,50906,0,0,0
12498,23611,50768,0,0,0
12373,23520,50624,0,0,0
12257,23436,50488,0,0,0
12153,23365,50362,0,0,0
12064,23306,50251,0,0,0
12003,23270,50162,0,0,0
11971,23255,50095,0,0,0
11952,23250,50046,0,0,0
11942,23245,50003,0,0,0
11942,23240,49961,0,0,0
11943,23232,49918,0,0,0
11931,23213,49865,0,0,0
11899,23180,49801,0,0,0
11850,23138,49729,0,0,0
11786,23089,49651,0,0,0
11706,23029,49566,0,0,0
11619,22965,49478,0,0,0
11541,22907,49400,0,0,0
11473,22860,49330,0,0,0
11408,22819,49262,0,0,0
11349,22783,49197,0,0,0
11301,22752,49142,0,0,0
11263,22728,49093,0,0,0
11221,22704,49041,0,0,0
11173,22676,48984,0,0,0
11119,22642,48924,0,0,0
11058,22601,48860,0,0,0
10984,22548,48787,0,0,0
10903,22490,48704,0,0,0
10820,22431,48618,0,0,0
10730,22373,48530,0,0,0
10637,22316,48443,0,0,0
10556,22267,48366,0,0,0
10499,22232,48307,0,0,0
10464,22209,48266,0,0,0
10446,22196,48235,0,0,0
10450,22201,48220,0,0,0
10479,22230,48227,0,0,0
10521,22270,48247,0,0,0
10566,22310,48267,0,0,0
10617,22352,48289,0,0,0
10670,22393,48312,0,0,0
10711,22424,48328,0,0,0
10727,22435,48327,0,0,0
10718,22428,48310,0,0,0
10686,22405,48279,0,0,0
10624,22364,48226,0,0,0
10535,22304,48148,0,0,0
10435,22236,48055,0,0,0
10336,22169,47958,0,0,0
10243,22106,47860,0,0,0
10160,22049,47764,0,0,0
10100,22005,47678,0,0,0
10068,21981,47609,0,0,0
10058,21972,47555,0,0,0
10063,21972,47515,0,0,0
10082,21985,47488,0,0,0
10107,22002,47473,0,0,0
10124,22015,47458,0,0,0
10137,22026,47445,0,0,0
10155,22047,47438,0,0,0
10173,22072,47432,0,0,0
10186,22094,47423,0,0,0
10199,22112,47414,0,0,0
10219,22132,47413,0,0,0
10253,22161,47427,0,0,0
10302,22203,47454,0,0,0
10367,22255,47491,0,0,0
10448,22319,47536,0,0,0
10541,22389,47583,0,0,0
10633,22453,47622,0,0,0
10719,22511,47651,0,0,0
10793,22560,47672,0,0,0
10844,22595,47679,0,0,0
10870,22612,47670,0,0,0
10879,22613,47648,0,0,0
10879,22606,47625,0,0,0
10871,22593,47603,0,0,0
10846,22571,47580,0,0,0
10816,22548,47563,0,0,0
10797,22532,47565,0,0,0
10791,22524,47593,0,0,0
10805,22528,47654,0,0,0
10850,22554,47759,0,0,0
10931,22608,47913,0,0,0
11042,22686,48113,0,0,0
11179,22779,48349,0,0,0
11344,22888,48616,0,0,0
11527,23011,48913,0,0,0
11715,23138,49231,0,0,0
11906,23268,49558,0,0,0
12103,23403,49891,0,0,0
12303,23537,50223,0,0,0
12493,23660,50543,0,0,0
12673,23774,50841,0,0,0
12848,23889,51119,0,0,0
13009,23999,51372,0,0,0
13142,24091,51595,0,0,0
13250,24168,51789,0,0,0
13347,24240,51961,0,0,0
13441,24313,52115,0,0,0
13528,24382,52253,0,0,0
13613,24444,52375,0,0,0
13706,24508,52492,0,0,0
13813,24582,52610,0,0,0
13925,24663,52726,0,0,0
14043,24752,52842,0,0,0
14179,24854,52964,0,0,0
14334,24970,53093,0,0,0
14503,25094,53221,0,0,0
14680,25224,53346,0,0,0
14858,25353,53469,0,0,0
15025,25468,53584,0,0,0
15169,25563,53687,0,0,0
15289,25640,53778,0,0,0
15391,25703,53863,0,0,0
15470,25753,53941,0,0,0
15523,25786,54005,0,0,0
15558,25807,54054,0,0,0
15579,25817,54099,0,0,0
15580,25811,54137,0,0,0
15559,25789,54161,0,0,0
15524,25757,54173,0,0,0
15483,25725,54179,0,0,0
15436,25691,54176,0,0,0
15379,25655,54160,0,0,0
15324,25623,54137,0,0,0
15281,25598,54112,0,0,0
15241,25576,54078,0,0,0
15203,25554,54034,0,0,0
15178,25537,53991,0,0,0
15164,25526,53950,0,0,0
15146,25513,53904,0,0,0
15115,25492,53848,0,0,0
15070,25462,53781,0,0,0
15011,25420,53702,0,0,0
14929,25362,53606,0,0,0
14827,25289,53494,0,0,0
14715,25208,53377,0,0,0
14589,25120,53256,0,0,0
14445,25020,53125,0,0,0
14293,24913,52992,0,0,0
14151,24817,52873,0,0,0
14026,24740,52779,0,0,0
13920,24678,52708,0,0,0
13841,24633,52655,0,0,0
13792,24607,52620,0,0,0
13772,24599,52604,0,0,0
13774,24603,52602,0,0,0
13797,24623,52613,0,0,0
13843,24657,52639,0,0,0
13908,24701,52674,0,0,0
13981,24750,52707,0,0,0
14062,24806,52743,0,0,0
14150,24870,52788,0,0,0
14231,24931,52834,0,0,0
14295,24975,52866,0,0,0
14346,25005,52880,0,0,0
14386,25025,52885,0,0,0
14408,25032,52877,0,0,0
14407,25023,52852,0,0,0
14388,25002,52813,0,0,0
14349,24969,52758,0,0,0
14276,24916,52680,0,0,0
14170,24843,52575,0,0,0
14041,24754,52449,0,0,0
13892,24654,52310,0,0,0
13716,24534,52152,0,0,0
13505,24390,51968,0,0,0
13266,24227,51763,0,0,0
13010,24051,51543,0,0,0
12739,23863,51310,0,0,0
12470,23675,51076,0,0,0
12225,23506,50862,0,0,0
12020,23371,50682,0,0,0
11858,23266,50536,0,0,0
11744,23191,50420,0,0,0
11686,23152,50337,0,0,0
11683,23153,50290,0,0,0
11721,23183,50267,0,0,0
11790,23235,50266,0,0,0
11887,23307,50289,0,0,0
12000,23389,50330,0,0,0
12109,23465,50368,0,0,0
12205,23529,50396,0,0,0
12284,23582,50412,0,0,0
12339,23616,50416,0,0,0
12366,23631,50403,0,0,0
12368,23628,50369,0,0,0
12345,23613,50321,0,0,0
12303,23585,50264,0,0,0
12247,23548,50199,0,0,0
12184,23506,50126,0,0,0
12121,23460,50051,0,0,0
12052,23409,49973,0,0,0
11974,23351,49888,0,0,0
11900,23295,49805,0,0,0
11844,23251,49736,0,0,0
11801,23217,49676,0,0,0
11764,23189,49621,0,0,0
11737,23169,49578,0,0,0
11717,23163,49549,0,0,0
11702,23163,49527,0,0,0
11689,23161,49504,0,0,0
11682,23162,49483,0,0,0
11680,23169,49466,0,0,0
11677,23174,49447,0,0,0
11671,23173,49422,0,0,0
11666,23168,49399,0,0,0
11663,23161,49379,0,0,0
11652,23145,49350,0,0,0
11628,23117,49310,0,0,0
11597,23084,49263,0,0,0
11563,23053,49217,0,0,0
11526,23026,49171,0,0,0
11492,23002,49125,0,0,0
11465,22986,49079,0,0,0
11444,22977,49037,0,0,0
11431,22976,49000,0,0,0
11433,22984,48973,0,0,0
11457,23007,48961,0,0,0
11501,23045,48966,0,0,0
11560,23091,48982,0,0,0
11638,23146,49005,0,0,0
11731,23214,49042,0,0,0
11824,23283,49089,0,0,0
11902,23341,49131,0,0,0
11955,23381,49155,0,0,0
11985,23404,49156,0,0,0
11989,23409,49133,0,0,0
11957,23387,49082,0,0,0
11888,23338,49005,0,0,0
11796,23269,48911,0,0,0
11684,23184,48805,0,0,0
11547,23080,48683,0,0,0
11392,22964,48550,0,0,0
11233,22849,48412,0,0,0
11071,22736,48269,0,0,0
10910,22624,48121,0,0,0
10763,22523,47982,0,0,0
10644,22445,47867,0,0,0
10552,22388,47775,0,0,0
10489,22351,47699,0,0,0
10460,22332,47644,0,0,0
10466,22336,47616,0,0,0
10494,22355,47610,0,0,0
10534,22385,47614,0,0,0
10588,22426,47629,0,0,0
10651,22475,47654,0,0,0
10711,22526,47684,0,0,0
10769,22581,47720,0,0,0
10841,22646,47770,0,0,0
10934,22722,47844,0,0,0
11041,22805,47941,0,0,0
11165,22892,48065,0,0,0
11316,22992,48226,0,0,0
11502,23119,48437,0,0,0
11721,23273,48698,0,0,0
11973,23452,49005,0,0,0
12258,23654,49355,0,0,0
12572,23875,49740,0,0,0
12900,24100,50147,0,0,0
13233,24321,50567,0,0,0
13573,24541,51001,0,0,0
13910,24757,51443,0,0,0
14229,24962,51881,0,0,0
14525,25159,52301,0,0,0
14801,25347,52700,0,0,0
15053,25519,53069,0,0,0
15267,25664,53396,0,0,0
15437,25779,53674,0,0,0
15571,25871,53908,0,0,0
15674,25944,54100,0,0,0
15751,25996,54252,0,0,0
15812,26041,54378,0,0,0
15871,26085,54488,0,0,0
15928,26123,54584,0,0,0
15986,26159,54669,0,0,0
16059,26208,54752,0,0,0
16153,26274,54843,0,0,0
16262,26353,54941,0,0,0
16378,26437,55039,0,0,0
16503,26524,55138,0,0,0
16636,26612,55248,0,0,0
16768,26702,55365,0,0,0
16892,26787,55479,0,0,0
17003,26864,55589,0,0,0
17095,26931,55688,0,0,0
17151,26975,55766,0,0,0
17170,26991,55822,0,0,0
17170,26992,55866,0,0,0
17164,26991,55908,0,0,0
17158,26989,55947,0,0,0
17159,26987,55986,0,0,0
17175,26992,56034,0,0,0
17211,27013,56096,0,0,0
17264,27049,56166,0,0,0
17327,27090,56237,0,0,0
17388,27129,56304,0,0,0
17436,27160,56364,0,0,0
17459,27169,56398,0,0,0
17454,27152,56402,0,0,0
17429,27118,56385,0,0,0
17383,27073,56349,0,0,0
17306,27012,56287,0,0,0
17211,26944,56204,0,0,0
17113,26879,56115,0,0,0
17010,26816,56019,0,0,0
16897,26747,55907,0,0,0
16779,26672,55783,0,0,0
16663,26594,55651,0,0,0
16548,26515,55512,0,0,0
16429,26430,55367,0,0,0
16311,26344,55220,0,0,0
16208,26266,55082,0,0,0
16122,26195,54957,0,0,0
16049,26132,54846,0,0,0
15995,26084,54759,0,0,0
15967,26056,54700,0,0,0
15960,26045,54664,0,0,0
15969,26047,54646,0,0,0
15988,26064,54643,0,0,0
16013,26090,54653,0,0,0
16031,26109,54666,0,0,0
16034,26116,54671,0,0,0
16026,26115,54663,0,0,0
16006,26102,54642,0,0,0
15963,26069,54601,0,0,0
15894,26013,54539,0,0,0
15814,25946,54463,0,0,0
15735,25882,54385,0,0,0
15659,25828,54310,0,0,0
15594,25783,54238,0,0,0
15550,25750,54177,0,0,0
15525,25733,54131,0,0,0
15511,25727,54091,0,0,0
15507,25731,54053,0,0,0
15514,25742,54018,0,0,0
15525,25757,53986,0,0,0
15529,25767,53948,0,0,0
15517,25768,53902,0,0,0
15493,25762,53853,0,0,0
15454,25744,53793,0,0,0
15393,25705,53715,0,0,0
15311,25643,53615,0,0,0
15204,25563,53497,0,0,0
15066,25465,53358,0,0,0
14890,25339,53189,0,0,0
14687,25190,52992,0,0,0
14468,25030,52782,0,0,0
14241,24867,52566,0,0,0
14011,24706,52353,0,0,0
13799,24556,52158,0,0,0
13624,24431,51989,0,0,0
13493,24332,51845,0,0,0
13399,24259,51724,0,0,0
13340,24216,51629,0,0,0
13312,24203,51566,0,0,0
13304,24208,51527,0,0,0
13301,24221,51502,0,0,0
13304,24237,51488,0,0,0
13304,24254,51476,0,0,0
13288,24261,51455,0,0,0
13250,24246,51412,0,0,0
13201,24211,51348,0,0,0
13142,24166,51274,0,0,0
13064,24106,51185,0,0,0
12963,24029,51072,0,0,0
12849,23946,50941,0,0,0
12726,23862,50809,0,0,0
12593,23773,50676,0,0,0
12455,23678,50534,0,0,0
12323,23584,50393,0,0,0
12204,23497,50259,0,0,0
12097,23418,50129,0,0,0
12003,23348,50008,0,0,0
11928,23291,49898,0,0,0
11864,23242,49797,0,0,0
11799,23192,49699,0,0,0
11738,23147,49605,0,0,0
11690,23115,49521,0,0,0
11651,23093,49446,0,0,0
11612,23074,49377,0,0,0
11572,23053,49311,0,0,0
11529,23032,49250,0,0,0
11484,23012,49194,0,0,0
11434,22990,49143,0,0,0
11383,22967,49090,0,0,0
11335,22947,49038,0,0,0
11285,22924,48984,0,0,0
11232,22899,48925,0,0,0
11183,22871,48866,0,0,0
11140,22840,48807,0,0,0
11093,22804,48742,0,0,0
11040,22760,48668,0,0,0
10985,22710,48590,0,0,0
10928,22660,48511,0,0,0
10866,22613,48428,0,0,0
10802,22562,48342,0,0,0
10743,22515,48258,0,0,0
10693,22475,48180,0,0,0
10641,22438,48103,0,0,0
10581,22399,48023,0,0,0
10522,22363,47945,0,0,0
10465,22328,47872,0,0,0
10397,22290,47796,0,0,0
10312,22239,47706,0,0,0
10219,22182,47608,0,0,0
10131,22127,47514,0,0,0
10045,22070,47420,0,0,0
9960,22005,47322,0,0,0
9882,21942,47223,0,0,0
9805,21885,47125,0,0,0
9724,21829,47026,0,0,0
9650,21777,46928,0,0,0
9599,21742,46844,0,0,0
9574,21729,46782,0,0,0
9565,21728,46737,0,0,0
