green_channel,red_channel,ir_channel,Anomaly_ch0,Anomaly_ch1,Anomaly_ch2,Anomaly_ch2
40098,8133,61501,0,0,0,0
40341,8270,61915,0,0,0,0
40552,8391,62275,0,0,0,0
40730,8496,62582,0,0,0,0
40876,8581,62838,0,0,0,0
40991,8646,63045,0,0,0,0
41081,8697,63207,0,0,0,0
41148,8735,63328,0,0,0,0
41193,8757,63412,0,0,0,0
41213,8768,63464,0,0,0,0
41215,8773,63491,0,0,0,0
41209,8774,63501,0,0,0,0
41199,8771,63501,0,0,0,0
41185,8767,63495,0,0,0,0
41168,8762,63484,0,0,0,0
41146,8754,63470,0,0,0,0
41117,8741,63453,0,0,0,0
41084,8727,63434,0,0,0,0
41052,8715,63414,0,0,0,0
41021,8704,63397,0,0,0,0
40990,8691,63380,0,0,0,0
40959,8677,63362,0,0,0,0
40929,8663,63342,0,0,0,0
40902,8650,63321,0,0,0,0
40876,8637,63300,0,0,0,0
40851,8627,63276,0,0,0,0
40827,8619,63242,0,0,0,0
40797,8605,63195,0,0,0,0
40756,8584,63130,0,0,0,0
40702,8554,63046,0,0,0,0
40636,8518,62942,0,0,0,0
40554,8473,62823,0,0,0,0
40459,8420,62688,0,0,0,0
40354,8363,62540,0,0,0,0
40246,8305,62385,0,0,0,0
40141,8249,62234,0,0,0,0
40047,8198,62096,0,0,0,0
39964,8152,61971,0,0,0,0
39894,8113,61865,0,0,0,0
39839,8082,61780,0,0,0,0
39801,8059,61717,0,0,0,0
39778,8047,61676,0,0,0,0
39766,8044,61658,0,0,0,0
39763,8048,61659,0,0,0,0
39768,8058,61673,0,0,0,0
39780,8072,61696,0,0,0,0
39795,8087,61727,0,0,0,0
39808,8099,61760,0,0,0,0
39815,8108,61784,0,0,0,0
39814,8113,61794,0,0,0,0
39803,8111,61790,0,0,0,0
39784,8101,61772,0,0,0,0
39759,8086,61743,0,0,0,0
39728,8068,61703,0,0,0,0
39687,8045,61650,0,0,0,0
39638,8016,61587,0,0,0,0
39581,7983,61515,0,0,0,0
39524,7948,61435,0,0,0,0
39464,7911,61348,0,0,0,0
39395,7871,61253,0,0,0,0
39320,7831,61148,0,0,0,0
39244,7789,61035,0,0,0,0
39167,7745,60917,0,0,0,0
39091,7700,60796,0,0,0,0
39013,7655,60673,0,0,0,0
38933,7612,60547,0,0,0,0
38854,7571,60422,0,0,0,0
38777,7530,60300,0,0,0,0
38698,7489,60178,0,0,0,0
38614,7447,60054,0,0,0,0
38525,7403,59931,0,0,0,0
38437,7358,59808,0,0,0,0
38349,7314,59683,0,0,0,0
38264,7273,59560,0,0,0,0
38180,7230,59437,0,0,0,0
38096,7184,59313,0,0,0,0
38016,7139,59190,0,0,0,0
37938,7096,59070,0,0,0,0
37860,7054,58949,0,0,0,0
37785,7013,58828,0,0,0,0
37715,6976,58709,0,0,0,0
37648,6943,58596,0,0,0,0
37585,6913,58489,0,0,0,0
37523,6883,58386,0,0,0,0
37463,6853,58288,0,0,0,0
37407,6825,58197,0,0,0,0
37351,6795,58114,0,0,0,0
37296,6767,58037,0,0,0,0
37243,6743,57965,0,0,0,0
37198,6722,57899,0,0,0,0
37156,6700,57836,0,0,0,0
37116,6678,57772,0,0,0,0
37080,6659,57709,0,0,0,0
37046,6640,57646,0,0,0,0
37012,6619,57583,0,0,0,0
36976,6598,57519,0,0,0,0
36937,6576,57453,0,0,0,0
36897,6555,57387,0,0,0,0
36854,6531,57322,0,0,0,0
36810,6505,57255,0,0,0,0
36765,6482,57189,0,0,0,0
36719,6458,57125,0,0,0,0
36669,6432,57059,0,0,0,0
36615,6404,56991,0,0,0,0
36557,6376,56917,0,0,0,0
36497,6348,56840,0,0,0,0
36439,6321,56761,0,0,0,0
36385,6296,56680,0,0,0,0
36331,6271,56599,0,0,0,0
36274,6245,56516,0,0,0,0
36215,6217,56433,0,0,0,0
36156,6188,56350,0,0,0,0
36101,6161,56267,0,0,0,0
36045,6132,56180,0,0,0,0
35988,6102,56089,0,0,0,0
35929,6071,55994,0,0,0,0
35868,6039,55898,0,0,0,0
35804,6007,55802,0,0,0,0
35740,5974,55702,0,0,0,0
35675,5942,55600,0,0,0,0
35607,5910,55500,0,0,0,0
35538,5878,55403,0,0,0,0
35474,5850,55309,0,0,0,0
35423,5826,55225,0,0,0,0
35384,5808,55160,0,0,0,0
35363,5798,55122,0,0,0,0
35366,5803,55121,0,0,0,0
35403,5825,55170,0,0,0,0
35481,5866,55278,0,0,0,0
35602,5929,55453,0,0,0,0
35769,6017,55701,0,0,0,0
35982,6133,56022,0,0,0,0
36237,6272,56410,0,0,0,0
36529,6432,56860,0,0,0,0
36849,6606,57361,0,0,0,0
37191,6792,57900,0,0,0,0
37547,6986,58465,0,0,0,0
37909,7185,59042,0,0,0,0
38269,7383,59616,0,0,0,0
38615,7575,60172,0,0,0,0
38940,7755,60698,0,0,0,0
39239,7919,61182,0,0,0,0
39505,8066,61616,0,0,0,0
39737,8194,61998,0,0,0,0
39933,8303,62326,0,0,0,0
40096,8396,62602,0,0,0,0
40228,8475,62828,0,0,0,0
40333,8544,63013,0,0,0,0
40417,8600,63160,0,0,0,0
40481,8641,63274,0,0,0,0
40529,8671,63358,0,0,0,0
40563,8693,63414,0,0,0,0
40583,8704,63450,0,0,0,0
40593,8707,63470,0,0,0,0
40598,8710,63481,0,0,0,0
40603,8714,63486,0,0,0,0
40607,8718,63488,0,0,0,0
40612,8722,63491,0,0,0,0
40615,8726,63494,0,0,0,0
40616,8730,63498,0,0,0,0
40615,8733,63501,0,0,0,0
40611,8735,63504,0,0,0,0
40607,8741,63506,0,0,0,0
40603,8746,63504,0,0,0,0
40596,8744,63498,0,0,0,0
40584,8737,63486,0,0,0,0
40566,8730,63467,0,0,0,0
40540,8719,63440,0,0,0,0
40505,8699,63395,0,0,0,0
40458,8670,63332,0,0,0,0
40398,8634,63252,0,0,0,0
40329,8592,63155,0,0,0,0
40253,8546,63044,0,0,0,0
40173,8501,62922,0,0,0,0
40092,8457,62796,0,0,0,0
40014,8416,62674,0,0,0,0
39939,8378,62558,0,0,0,0
39870,8346,62456,0,0,0,0
39813,8317,62373,0,0,0,0
39769,8293,62308,0,0,0,0
39739,8276,62261,0,0,0,0
39723,8266,62233,0,0,0,0
39722,8264,62223,0,0,0,0
39731,8268,62227,0,0,0,0
39744,8276,62242,0,0,0,0
39762,8289,62263,0,0,0,0
39784,8304,62283,0,0,0,0
39807,8317,62301,0,0,0,0
39827,8325,62316,0,0,0,0
39842,8331,62324,0,0,0,0
39850,8332,62324,0,0,0,0
39849,8327,62316,0,0,0,0
39837,8318,62299,0,0,0,0
39816,8306,62273,0,0,0,0
39787,8292,62237,0,0,0,0
39750,8272,62191,0,0,0,0
39708,8247,62133,0,0,0,0
39661,8219,62065,0,0,0,0
39609,8190,61989,0,0,0,0
39549,8160,61909,0,0,0,1
39483,8125,61824,0,0,0,1
39412,8088,61731,0,0,0,1
39339,8050,61633,0,0,0,1
39264,8012,61527,0,0,0,1
39186,7971,61413,0,0,0,1
39107,7929,61294,0,0,0,1
39029,7885,61169,0,0,0,1
38950,7841,61043,0,0,0,1
38869,7794,60914,0,0,0,1
38788,7749,60786,0,0,0,1
38708,7705,60659,0,0,0,1
38629,7661,60534,0,0,0,1
38550,7617,60410,0,0,0,1
38470,7575,60287,0,0,0,1
38388,7534,60166,0,0,0,1
38309,7496,60049,0,0,0,1
38231,7458,59932,0,0,0,1
38157,7423,59815,0,0,0,1
38091,7390,59706,0,0,0,1
38027,7357,59604,0,0,0,1
37965,7322,59509,0,0,0,1
37911,7289,59420,0,0,0,1
37862,7260,59334,0,0,0,1
37814,7232,59253,0,0,0,1
37766,7206,59174,0,0,0,1
37721,7182,59098,0,0,0,1
37675,7161,59025,0,0,0,1
37630,7142,58957,0,0,0,1
37588,7121,58887,0,0,0,1
37546,7099,58817,0,0,0,1
37504,7078,58748,0,0,0,1
37468,7058,58685,0,0,0,1
37437,7042,58627,0,0,0,1
37408,7027,58573,0,0,0,1
37379,7011,58522,0,0,0,1
37346,6993,58472,0,0,0,1
37311,6976,58423,0,0,0,1
37276,6962,58374,0,0,0,1
37242,6946,58325,0,0,0,1
37207,6930,58276,0,0,0,1
37173,6916,58225,0,0,0,1
37140,6902,58175,0,0,0,1
37108,6882,58121,0,0,0,1
37071,6858,58061,0,0,0,1
37028,6833,57994,0,0,0,1
36986,6809,57926,0,0,0,1
36946,6784,57855,0,0,0,1
36907,6759,57783,0,0,0,1
36866,6735,57707,0,0,0,1
36826,6711,57631,0,0,0,1
36786,6687,57559,0,0,0,1
36743,6661,57489,0,0,0,1
36696,6638,57416,0,0,0,1
36647,6617,57339,0,0,0,1
36596,6596,57261,0,0,0,1
36544,6574,57181,0,0,0,1
36494,6551,57099,0,0,0,1
36447,6529,57018,0,0,0,1
36402,6507,56941,0,0,0,1
36357,6488,56867,0,0,0,1
36312,6468,56796,0,0,0,1
36269,6448,56731,0,0,0,1
36231,6427,56675,0,0,0,1
36209,6414,56640,0,0,0,1
36211,6415,56637,0,0,0,1
36242,6431,56676,0,0,0,1
36305,6465,56768,0,0,0,1
36407,6520,56921,0,0,0,1
36557,6600,57140,0,0,0,1
36753,6705,57432,0,0,0,1
36992,6835,57797,0,0,0,1
37275,6990,58231,0,0,0,1
37597,7166,58725,0,0,0,1
37951,7360,59268,0,0,0,1
38323,7566,59846,0,0,0,1
38705,7781,60445,0,0,0,1
39090,7998,61050,0,0,0,1
39470,8210,61645,0,0,0,1
39836,8412,62217,0,0,0,1
40180,8603,62752,0,0,0,1
40492,8780,63244,0,0,0,1
40767,8939,63688,0,0,0,1
41005,9078,64078,0,0,0,1
41207,9198,64412,0,0,0,1
41375,9298,64692,0,0,0,1
41512,9380,64925,0,0,0,1
41621,9446,65117,0,0,0,1
41705,9499,65269,0,0,0,1
41765,9537,64072,0,0,0,1
41804,9563,59474,0,0,0,1
41828,9579,51753,0,0,0,1
41845,9589,42656,0,0,0,1
41856,9598,33412,0,0,0,1
41863,9606,24818,0,0,0,1
41870,9617,17331,0,0,0,1
41881,9629,11155,0,0,0,1
41894,9640,6322,0,0,0,1
41905,9648,2742,0,0,0,1
41919,9657,256,0,0,0,1
41934,9669,0,0,0,0,1
41950,9682,0,0,0,0,1
41966,9693,0,0,0,0,1
41982,9701,0,0,0,0,1
41997,9705,0,0,0,0,1
42006,9703,0,0,0,0,1
42007,9695,0,0,0,0,1
42001,9685,129,0,0,0,1
41982,9671,5152,0,0,0,1
41946,9647,13208,0,0,0,1
41893,9614,22554,0,0,0,1
41824,9574,31964,0,0,0,1
41743,9530,40648,0,0,0,1
41655,9479,48161,0,0,0,1
41561,9428,54313,0,0,0,1
41466,9379,59087,0,0,0,1
41374,9334,62588,0,0,0,1
41287,9291,64989,0,0,0,1
41208,9252,954,0,0,0,1
41143,9218,1754,0,0,0,1
41098,9192,2041,0,0,0,1
41067,9174,1979,0,0,0,1
41047,9163,1702,0,0,0,1
41036,9159,1312,0,0,0,1
41034,9160,883,0,0,0,1
41037,9164,465,0,0,0,1
41044,9167,83,0,0,0,1
41054,9170,65286,0,0,0,1
41063,9173,65012,0,0,0,1
41066,9175,64794,0,0,0,1
41061,9172,64627,0,0,0,1
41050,9166,64501,0,0,0,1
41033,9156,64406,0,0,0,1
41013,9141,64333,0,0,0,1
40987,9124,64278,0,0,0,1
40952,9106,64230,0,0,0,1
40910,9086,64181,0,0,0,1
40859,9060,64128,0,0,0,1
40804,9030,64070,0,0,0,1
40749,9000,64010,0,0,0,1
40693,8968,63941,0,0,0,1
40632,8934,63862,0,0,0,1
40565,8896,63777,0,0,0,1
40497,8855,63688,0,0,0,1
40429,8814,63599,0,0,0,1
40361,8774,63508,0,0,0,1
40294,8738,63412,0,0,0,1
40231,8704,63309,0,0,0,1
40170,8670,63200,0,0,0,1
40105,8635,63090,0,0,0,1
40036,8598,62976,0,0,0,1
39963,8559,62858,0,0,0,1
39891,8518,62738,0,0,0,1
39817,8476,62616,0,0,0,1
39741,8431,62491,0,0,0,1
39668,8388,62367,0,0,0,1
39596,8344,62245,0,0,0,1
39528,8303,62130,0,0,0,1
39466,8267,62024,0,0,0,1
39408,8235,61928,0,0,0,1
39352,8203,61837,0,0,0,1
39295,8168,61746,0,0,0,1
39235,8134,61655,0,0,0,1
39176,8101,61567,0,0,0,1
39118,8068,61485,0,0,0,1
39062,8038,61408,0,0,0,1
39011,8013,61337,0,0,0,1
38963,7991,61271,0,0,0,1
38918,7968,61208,0,0,0,1
38879,7945,61146,0,0,0,1
38846,7923,61083,0,0,0,1
38816,7904,61023,0,0,0,1
38783,7886,60967,0,0,0,1
38744,7868,60912,0,0,0,1
38704,7852,60857,0,0,0,1
38668,7835,60800,0,0,0,1
38630,7817,60739,0,0,0,1
38586,7797,60678,0,0,0,1
38540,7775,60616,0,0,0,1
38493,7752,60556,0,0,0,1
38446,7728,60496,0,0,0,1
38397,7702,60434,0,0,0,1
38349,7674,60367,0,0,0,1
38303,7646,60299,0,0,0,1
38259,7617,60232,0,0,0,1
38214,7591,60165,0,0,0,1
38168,7568,60095,0,0,0,1
38122,7546,60021,0,0,0,1
38079,7523,59946,0,0,0,1
38037,7501,59870,0,0,0,1
37992,7479,59793,0,0,0,1
37943,7454,59713,0,0,0,1
37891,7425,59627,0,0,0,1
37838,7396,59539,0,0,0,1
37783,7367,59452,0,0,0,1
37723,7338,59365,0,0,0,1
37662,7308,59278,0,0,0,1
37603,7279,59193,0,0,0,1
37547,7253,59112,0,0,0,1
37493,7227,59031,0,0,0,1
37437,7199,58947,0,0,0,1
37379,7169,58860,0,0,0,1
37326,7139,58778,0,0,0,1
37279,7108,58703,0,0,0,1
37237,7081,58640,0,0,0,1
37211,7063,58598,0,0,0,1
37206,7057,58584,0,0,0,1
37229,7065,58609,0,0,0,1
37290,7092,58687,0,0,0,1
37394,7145,58830,0,0,0,1
37545,7226,59045,0,0,0,1
37744,7334,59336,0,0,0,1
37993,7472,59704,0,0,0,1
38288,7637,60146,0,0,0,1
38626,7827,60657,0,0,0,1
39000,8040,61225,0,0,0,1
39401,8269,61833,0,0,0,1
39815,8505,62461,0,0,0,1
40233,8743,61776,0,0,0,1
40639,8978,57711,0,0,0,1
41023,9203,50523,0,0,0,1
41380,9415,41943,0,0,0,1
41711,9611,33185,0,0,0,1
42007,9789,25036,0,0,0,1
42265,9945,17942,0,0,0,1
42483,10078,12108,0,0,0,1
42662,10189,7566,0,0,0,1
42808,10281,4223,0,0,0,1
42927,10356,1922,0,0,0,1
43025,10418,483,0,0,0,1
43105,10467,0,0,0,0,1
43168,10505,0,0,0,0,1
43217,10535,0,0,0,0,1
43254,10559,0,0,0,0,1
43281,10579,224,0,0,0,1
43304,10593,682,0,0,0,1
43324,10605,1139,0,0,0,1
43341,10615,1562,0,0,0,1
43358,10624,1929,0,0,0,1
43373,10634,2234,0,0,0,1
43387,10645,2479,0,0,0,1
43402,10656,2669,0,0,0,1
43413,10665,2806,0,0,0,1
43421,10673,2899,0,0,0,1
43429,10681,2960,0,0,0,1
43437,10689,2996,0,0,0,1
43441,10695,3013,0,0,0,1
43441,10698,3013,0,0,0,1
43437,10697,2996,0,0,0,1
43424,10687,2961,0,0,0,1
43399,10669,2911,0,0,0,1
43361,10643,2846,0,0,0,1
43311,10612,2762,0,0,0,1
43249,10574,2658,0,0,0,1
43175,10530,2540,0,0,0,1
43098,10479,2410,0,0,0,1
43019,10426,2272,0,0,0,1
42938,10376,2132,0,0,0,1
42857,10330,1997,0,0,0,1
42779,10287,1876,0,0,0,1
42707,10249,1777,0,0,0,1
42647,10217,1701,0,0,0,1
42601,10194,1645,0,0,0,1
42571,10181,1606,0,0,0,1
42556,10177,1579,0,0,0,1
42549,10174,1558,0,0,0,1
42545,10169,1545,0,0,0,1
42548,10164,1538,0,0,0,1
42554,10161,1537,0,0,0,1
42556,10158,1543,0,0,0,1
42551,10155,1551,0,0,0,1
42544,10154,1556,0,0,0,1
42535,10155,1554,0,0,0,1
42521,10153,1544,0,0,0,1
42501,10143,1525,0,0,0,1
42473,10129,1495,0,0,0,1
42440,10112,1453,0,0,0,1
42400,10091,1402,0,0,0,1
42355,10068,1345,0,0,0,1
42308,10044,1279,0,0,0,1
42258,10016,1201,0,0,0,1
42201,9983,1114,0,0,0,1
42138,9946,1020,0,0,0,1
42073,9909,922,0,0,0,1
42005,9871,818,0,0,0,1
41937,9830,710,0,0,0,1
41872,9787,600,0,0,0,1
41807,9743,1804,0,0,0,1
41740,9701,6375,0,0,0,1
41667,9660,14045,0,0,0,1
41589,9617,23081,0,0,0,1
41509,9573,32255,0,0,0,1
41427,9526,40772,0,0,0,1
41342,9477,48173,0,0,0,1
41257,9425,54250,0,0,0,1
41173,9375,58983,0,0,0,1
41093,9327,62468,0,0,0,1
41018,9280,64863,0,0,0,1
40948,9236,822,0,0,0,1
40881,9195,1614,0,0,0,1
40811,9156,1885,0,0,0,1
40740,9116,1791,0,0,0,1
40672,9077,1462,0,0,0,1
40612,9040,1003,0,0,0,1
40555,9006,490,0,0,0,1
40499,8974,65513,0,0,0,1
40441,8942,65034,0,0,0,1
40382,8911,64611,0,0,0,1
40324,8880,64256,0,0,0,1
40270,8851,63966,0,0,0,1
40219,8822,63733,0,0,0,1
40171,8797,63553,0,0,0,1
40126,8773,63418,0,0,0,1
40083,8751,63317,0,0,0,1
40039,8728,63235,0,0,0,1
39997,8705,63167,0,0,0,1
39958,8682,63109,0,0,0,1
39921,8659,63057,0,0,0,1
39888,8638,63005,0,0,0,1
39861,8621,62955,0,0,0,1
39831,8604,62909,0,0,0,1
39797,8585,62865,0,0,0,1
39762,8564,62822,0,0,0,1
39726,8540,62777,0,0,0,1
39684,8510,62727,0,0,0,1
39636,8478,62668,0,0,0,1
39582,8445,62597,0,0,0,1
39527,8414,62514,0,0,0,1
39469,8382,62424,0,0,0,1
39409,8348,62334,0,0,0,1
39350,8315,62245,0,0,0,1
39293,8283,62151,0,0,0,1
39234,8248,62054,0,0,0,1
39175,8212,61954,0,0,0,1
39114,8178,61855,0,0,0,1
39053,8146,61755,0,0,0,1
38991,8115,61656,0,0,0,1
38927,8084,61558,0,0,0,1
38859,8050,61458,0,0,0,1
38785,8014,61357,0,0,0,1
38706,7974,61255,0,0,0,1
38632,7935,61156,0,0,0,1
38566,7899,61060,0,0,0,1
38506,7866,60964,0,0,0,1
38449,7834,60871,0,0,0,1
38395,7804,60785,0,0,0,1
38349,7779,60712,0,0,0,1
38319,7761,60659,0,0,0,1
38308,7754,60634,0,0,0,1
38328,7763,60650,0,0,0,1
38385,7793,60720,0,0,0,1
38483,7852,60856,0,0,0,1
38627,7939,61065,0,0,0,1
38818,8052,61349,0,0,0,1
39055,8187,61707,0,0,0,1
39336,8344,62132,0,0,0,1
39660,8522,62615,0,0,0,1
40019,8720,61828,0,0,0,1
40401,8934,57709,0,0,0,1
40792,9158,50516,0,0,0,1
41181,9387,41972,0,0,0,1
41561,9616,33283,0,0,0,1
41928,9837,25230,0,0,0,1
42271,10042,18254,0,0,0,1
42581,10226,12550,0,0,0,1
42854,10389,8135,0,0,0,1
43088,10529,4917,0,0,0,1
43285,10647,2735,0,0,0,1
43450,10746,1401,0,0,0,1
43581,10828,721,0,0,0,1
43680,10892,520,0,0,0,1
43748,10939,645,0,0,0,1
43796,10975,971,0,0,0,1
43833,11004,1403,0,0,0,1
43861,11028,1873,0,0,0,1
43878,11044,2332,0,0,0,1
43888,11056,2747,0,0,0,1
43898,11068,3104,0,0,0,1
43909,11079,3400,0,0,0,1
43922,11088,3635,0,0,0,1
43936,11099,3808,0,0,0,1
43947,11109,3927,0,0,0,1
43955,11118,4002,0,0,0,1
43958,11122,4045,0,0,0,1
43961,11126,4063,0,0,0,1
43967,11130,4064,0,0,0,1
43971,11132,4053,0,0,0,1
43966,11127,4034,0,0,0,1
43953,11114,4006,0,0,0,1
43935,11098,3973,0,0,0,1
43911,11080,3935,0,0,0,1
43879,11059,3887,0,0,0,1
43836,11032,3819,0,0,0,1
43780,11000,3727,0,0,0,1
43709,10961,3617,0,0,0,1
43627,10916,3493,0,0,0,1
43537,10868,3358,0,0,0,1
43442,10817,3214,0,0,0,1
43345,10762,3068,0,0,0,1
43250,10705,2924,0,0,0,1
43159,10650,2786,0,0,0,1
43079,10601,2659,0,0,0,1
43009,10557,2547,0,0,0,1
42948,10517,2452,0,0,0,1
42896,10487,2376,0,0,0,1
42858,10468,2322,0,0,0,1
42832,10458,2288,0,0,0,1
42819,10454,2270,0,0,0,1
42814,10456,2264,0,0,0,1
42813,10459,2265,0,0,0,1
42813,10459,2271,0,0,0,1
42811,10457,2277,0,0,0,1
42809,10457,2280,0,0,0,1
42805,10458,2275,0,0,0,1
42794,10454,2255,0,0,0,1
42774,10444,2225,0,0,0,1
42748,10427,2186,0,0,0,1
42713,10404,2135,0,0,0,1
42667,10375,2071,0,0,0,1
42616,10345,1997,0,0,0,1
42563,10314,1916,0,0,0,1
42506,10278,1830,0,0,0,1
42444,10238,1738,0,0,0,1
42378,10197,1636,0,0,0,1
42310,10156,1526,0,0,0,1
42241,10114,1413,0,0,0,1
42173,10072,1300,0,0,0,1
42104,10029,1185,0,0,0,1
42033,9982,1068,0,0,0,1
41957,9933,948,0,0,0,1
41875,9881,829,0,0,0,1
41790,9830,709,0,0,0,1
41705,9783,584,0,0,0,1
41618,9738,1774,0,0,0,1
41530,9694,6331,0,0,0,1
41441,9649,13989,0,0,0,1
41353,9605,23011,0,0,0,1
41268,9561,32172,0,0,0,1
41184,9515,40676,0,0,0,1
41102,9469,48068,0,0,0,1
41026,9423,54145,0,0,0,1
40951,9377,58882,0,0,0,1
40879,9333,62368,0,0,0,1
40811,9292,64764,0,0,0,1
40748,9253,726,0,0,0,1
40687,9216,1522,0,0,0,1
40623,9178,1796,0,0,0,1
40560,9143,1706,0,0,0,1
40501,9109,1386,0,0,0,1
40440,9074,939,0,0,0,1
40377,9039,438,0,0,0,1
40318,9007,65470,0,0,0,1
40262,8977,64998,0,0,0,1
40206,8945,64577,0,0,0,1
40148,8913,64214,0,0,0,1
40091,8881,63912,0,0,0,1
40037,8851,63667,0,0,0,1
39986,8821,63472,0,0,0,1
39938,8794,63318,0,0,0,1
39893,8771,63197,0,0,0,1
39849,8747,63099,0,0,0,1
39802,8719,63016,0,0,0,1
39756,8690,62945,0,0,0,1
39716,8662,62885,0,0,0,1
39679,8635,62830,0,0,0,1
39639,8607,62772,0,0,0,1
39597,8576,62710,0,0,0,1
39554,8547,62644,0,0,0,1
39508,8516,62573,0,0,0,1
39453,8483,62499,0,0,0,1
39394,8447,62423,0,0,0,1
39334,8412,62342,0,0,0,1
39272,8378,62256,0,0,0,1
39205,8346,62168,0,0,0,1
39134,8313,62073,0,0,0,1
39061,8279,61972,0,0,0,1
38987,8245,61871,0,0,0,1
38916,8212,61775,0,0,0,1
38846,8178,61679,0,0,0,1
38778,8145,61584,0,0,0,1
38713,8112,61491,0,0,0,1
38648,8077,61399,0,0,0,1
38588,8046,61308,0,0,0,1
38535,8020,61224,0,0,0,1
38491,7998,61151,0,0,0,1
38458,7981,61096,0,0,0,1
38444,7972,61066,0,0,0,1
38460,7977,61072,0,0,0,1
38510,8000,61128,0,0,0,1
38602,8046,61239,0,0,0,1
38737,8118,61410,0,0,0,1
38916,8218,61652,0,0,0,1
39136,8345,61973,0,0,0,1
39398,8497,62368,0,0,0,1
39697,8671,62825,0,0,0,1
40026,8865,62012,0,0,0,1
40376,9071,57863,0,0,0,1
40744,9283,50637,0,0,0,1
41116,9499,42063,0,0,0,1
41477,9713,33349,0,0,0,1
41823,9917,25273,0,0,0,1
42153,10112,18280,0,0,0,1
42460,10296,12567,0,0,0,1
42736,10464,8154,0,0,0,1
42979,10611,4944,0,0,0,1
43190,10740,2775,0,0,0,1
43368,10852,1459,0,0,0,1
43515,10946,800,0,0,0,1
43634,11022,620,0,0,0,1
43727,11080,763,0,0,0,1
43796,11124,1101,0,0,0,1
43839,11155,1539,0,0,0,1
43864,11175,2009,0,0,0,1
43874,11188,2459,0,0,0,1
43874,11194,2859,0,0,0,1
43866,11194,3200,0,0,0,1
43851,11189,3473,0,0,0,1
43833,11183,3679,0,0,0,1
43816,11177,3825,0,0,0,1
43799,11170,3919,0,0,0,1
43782,11160,3968,0,0,0,1
43763,11148,3983,0,0,0,1
43743,11136,3975,0,0,0,1
43724,11125,3953,0,0,0,1
43708,11117,3925,0,0,0,1
43693,11111,3895,0,0,0,1
43677,11103,3859,0,0,0,1
43655,11091,3814,0,0,0,1
43621,11072,3756,0,0,0,1
43576,11045,3679,0,0,0,1
43519,11011,3587,0,0,0,1
43447,10969,3480,0,0,0,1
43364,10921,3360,0,0,0,1
43278,10869,3228,0,0,0,1
43192,10814,3085,0,0,0,1
43105,10758,2936,0,0,0,1
43022,10705,2792,0,0,0,1
42948,10661,2658,0,0,0,1
42880,10622,2538,0,0,0,1
42820,10587,2437,0,0,0,1
42767,10557,2359,0,0,0,1
42724,10537,2304,0,0,0,1
42695,10524,2270,0,0,0,1
42679,10517,2252,0,0,0,1
42677,10517,2248,0,0,0,1
42688,10521,2252,0,0,0,1
42708,10530,2267,0,0,0,1
42727,10541,2287,0,0,0,1
42741,10551,2307,0,0,0,1
42748,10557,2322,0,0,0,1
42749,10560,2333,0,0,0,1
42743,10556,2334,0,0,0,1
42731,10548,2326,0,0,0,1
42715,10537,2311,0,0,0,1
42694,10524,2286,0,0,0,1
42668,10506,2250,0,0,0,1
42637,10486,2205,0,0,0,1
42600,10465,2154,0,0,0,1
42553,10441,2099,0,0,0,1
42502,10415,2037,0,0,0,1
42453,10387,1964,0,0,0,1
42405,10358,1881,0,0,0,1
42352,10325,1788,0,0,0,1
42290,10286,1685,0,0,0,1
42221,10244,1574,0,0,0,1
42146,10203,1454,0,0,0,1
42067,10160,1328,0,0,0,1
41984,10113,1199,0,0,0,1
41900,10062,1068,0,0,0,1
41817,10011,941,0,0,0,1
41737,9962,819,0,0,0,1
41663,9917,700,0,0,0,1
41597,9874,583,0,0,0,1
41528,9832,1784,0,0,0,1
41452,9788,6355,0,0,0,1
41376,9745,14025,0,0,0,1
41304,9707,23062,0,0,0,1
41236,9671,32242,0,0,0,1
41175,9633,40765,0,0,0,1
41119,9597,48180,0,0,0,1
41066,9566,54285,0,0,0,1
41016,9538,59053,0,0,0,1
40970,9510,62575,0,0,0,1
40928,9483,65008,0,0,0,1
40890,9458,1002,0,0,0,1
40854,9435,1825,0,0,0,1
40814,9413,2123,0,0,0,1
40774,9393,2053,0,0,0,1
40732,9374,1749,0,0,0,1
40689,9354,1315,0,0,0,1
40645,9332,829,0,0,0,1
40604,9311,348,0,0,0,1
40568,9293,65441,0,0,0,1
40532,9276,65053,0,0,0,1
40495,9259,64725,0,0,0,1
40458,9241,64456,0,0,0,1
40419,9219,64240,0,0,0,1
40378,9193,64070,0,0,0,1
40334,9163,63937,0,0,0,1
40286,9133,63831,0,0,0,1
40239,9104,63745,0,0,0,1
40194,9075,63673,0,0,0,1
40151,9046,63614,0,0,0,1
40108,9018,63559,0,0,0,1
40062,8992,63505,0,0,0,1
40012,8963,63448,0,0,0,1
39959,8933,63385,0,0,0,1
39909,8904,63316,0,0,0,1
39859,8875,63243,0,0,0,1
39804,8845,63168,0,0,0,1
39746,8815,63093,0,0,0,1
39687,8785,63015,0,0,0,1
39627,8754,62933,0,0,0,1
39568,8721,62846,0,0,0,1
39513,8689,62755,0,0,0,1
39461,8658,62660,0,0,0,1
39409,8626,62565,0,0,0,1
39357,8592,62472,0,0,0,1
39306,8561,62390,0,0,0,1
39264,8535,62323,0,0,0,1
39234,8516,62276,0,0,0,1
39223,8507,62257,0,0,0,1
39241,8517,62281,0,0,0,1
