green_channel,red_channel,ir_channel,Anomaly_ch0
15820,53715,35994,0
15784,53696,35959,0
15750,53676,35924,0
15718,53652,35883,0
15689,53625,35837,0
15657,53598,35790,0
15617,53569,35740,0
15574,53542,35688,0
15534,53515,35637,0
15494,53488,35593,0
15453,53462,35553,0
15414,53437,35511,0
15379,53413,35470,0
15345,53394,35435,0
15312,53375,35401,0
15280,53356,35366,0
15252,53336,35327,0
15225,53317,35289,0
15197,53298,35249,0
15167,53282,35206,0
15138,53267,35162,0
15106,53250,35117,0
15068,53226,35070,0
15028,53200,35020,0
14987,53174,34972,0
14944,53148,34927,0
14902,53120,34884,0
14869,53095,34843,0
14844,53075,34810,0
14819,53060,34783,0
14791,53043,34753,0
14764,53025,34717,0
14736,53005,34678,0
14705,52982,34636,0
14670,52957,34590,0
14636,52933,34542,0
14604,52914,34499,0
14570,52897,34462,0
14536,52878,34420,0
14502,52857,34372,0
14470,52836,34328,0
14437,52813,34287,0
14404,52791,34246,0
14372,52772,34205,0
14338,52753,34164,0
14298,52730,34118,0
14255,52704,34064,0
14211,52678,34006,0
14169,52653,33951,0
14131,52627,33898,0
14096,52600,33843,0
14065,52576,33788,0
14030,52552,33734,0
13994,52523,33680,0
13958,52489,33624,0
13923,52455,33569,0
13884,52424,33513,0
13840,52392,33455,0
13792,52358,33392,0
13744,52323,33328,0
13698,52290,33266,0
13657,52262,33208,0
13625,52238,33155,0
13602,52223,33117,0
13591,52218,33103,0
13593,52222,33112,0
13610,52240,33144,0
13644,52273,33197,0
13696,52317,33271,0
13762,52370,33363,0
13840,52431,33471,0
13926,52499,33600,0
14016,52574,33743,0
14111,52652,33893,0
14214,52735,34054,0
14324,52823,34228,0
14435,52912,34408,0
14542,53000,34583,0
14642,53085,34749,0
14730,53163,34903,0
14806,53230,35043,0
14872,53285,35164,0
14929,53331,35268,0
14975,53372,35356,0
15012,53407,35428,0
15040,53436,35485,0
15065,53461,35531,0
15089,53485,35572,0
15110,53505,35610,0
15128,53520,35643,0
15146,53535,35674,0
15165,53550,35705,0
15184,53564,35735,0
15201,53575,35762,0
15218,53588,35788,0
15233,53604,35822,0
15248,53624,35859,0
15264,53643,35898,0
15282,53663,35942,0
15304,53686,35994,0
15328,53712,36050,0
15356,53741,36107,0
15386,53774,36165,0
15416,53810,36224,0
15444,53845,36277,0
15471,53877,36322,0
15495,53906,36358,0
15510,53931,36386,0
15513,53948,36401,0
15508,53957,36407,0
15499,53960,36408,0
15485,53958,36406,0
15470,53950,36397,0
15455,53938,36386,0
15440,53923,36377,0
15425,53906,36367,0
15411,53886,36351,0
15398,53868,36332,0
15381,53854,36315,0
15359,53840,36292,0
15331,53823,36264,0
15303,53805,36237,0
15278,53785,36213,0
15253,53766,36193,0
15231,53752,36179,0
15216,53745,36173,0
15207,53746,36177,0
15201,53753,36187,0
15198,53763,36196,0
15199,53773,36204,0
15201,53782,36213,0
15200,53787,36220,0
15197,53787,36218,0
15189,53784,36210,0
15177,53778,36197,0
15163,53770,36182,0
15145,53762,36162,0
15123,53754,36141,0
15095,53744,36118,0
15062,53730,36085,0
15029,53709,36046,0
14996,53687,36006,0
14960,53663,35964,0
14919,53635,35916,0
14881,53605,35865,0
14844,53575,35814,0
14806,53544,35764,0
14765,53511,35713,0
14721,53479,35660,0
14679,53449,35614,0
14640,53423,35575,0
14608,53401,35538,0
14583,53384,35501,0
14560,53370,35463,0
14533,53354,35423,0
14502,53336,35377,0
14471,53315,35326,0
14444,53293,35278,0
14419,53272,35238,0
14396,53253,35203,0
14374,53236,35170,0
14353,53219,35137,0
14331,53202,35103,0
14307,53187,35063,0
14282,53175,35021,0
14258,53164,34982,0
14232,53150,34945,0
14202,53131,34902,0
14172,53109,34854,0
14138,53084,34806,0
14097,53056,34759,0
14054,53027,34712,0
14013,52998,34665,0
13972,52967,34622,0
13930,52937,34582,0
13892,52909,34542,0
13860,52885,34505,0
13832,52863,34468,0
13805,52843,34429,0
13777,52822,34385,0
13749,52800,34339,0
13716,52778,34294,0
13681,52757,34248,0
13650,52741,34201,0
13621,52728,34158,0
13592,52712,34118,0
13563,52694,34078,0
13536,52675,34039,0
13513,52659,34000,0
13490,52644,33960,0
13463,52626,33915,0
13432,52604,33866,0
13397,52580,33819,0
13360,52555,33775,0
13325,52530,33728,0
13293,52511,33682,0
13262,52492,33641,0
13228,52471,33603,0
13194,52446,33560,0
13161,52419,33511,0
13126,52392,33459,0
13088,52359,33403,0
13051,52323,33347,0
13019,52290,33297,0
12997,52264,33256,0
12981,52249,33225,0
12973,52245,33208,0
12977,52250,33208,0
12993,52262,33228,0
13017,52279,33266,0
13050,52303,33321,0
13098,52338,33398,0
13160,52386,33495,0
13232,52443,33604,0
13317,52510,33726,0
13413,52585,33864,0
13516,52667,34016,0
13620,52750,34176,0
13725,52833,34338,0
13830,52914,34498,0
13929,52988,34654,0
14020,53055,34797,0
14104,53115,34926,0
14181,53170,35042,0
14249,53217,35147,0
14308,53255,35233,0
14359,53286,35299,0
14400,53309,35349,0
14429,53324,35388,0
14448,53332,35421,0
14461,53340,35446,0
14470,53350,35465,0
14475,53359,35482,0
14480,53370,35496,0
14490,53385,35510,0
14506,53401,35529,0
14527,53417,35555,0
14550,53429,35580,0
14575,53439,35602,0
14598,53447,35623,0
14619,53457,35643,0
14642,53469,35667,0
14668,53484,35695,0
14697,53501,35729,0
14728,53519,35767,0
14760,53538,35805,0
14794,53559,35841,0
14826,53579,35873,0
14853,53592,35895,0
14876,53600,35905,0
14896,53604,35904,0
14910,53604,35897,0
14922,53600,35887,0
14930,53596,35873,0
14935,53596,35857,0
14938,53596,35843,0
14938,53591,35828,0
14935,53580,35809,0
14931,53568,35788,0
14924,53554,35770,0
14911,53539,35754,0
14895,53522,35741,0
14881,53510,35738,0
14873,53506,35744,0
14871,53509,35756,0
14878,53516,35768,0
14893,53525,35781,0
14909,53537,35797,0
14923,53548,35810,0
14933,53555,35815,0
14940,53559,35815,0
14944,53560,35810,0
14945,53559,35801,0
14943,53557,35790,0
14942,53556,35781,0
14937,53551,35775,0
14928,53543,35767,0
14918,53534,35755,0
14906,53525,35738,0
14892,53514,35712,0
14873,53497,35676,0
14852,53475,35634,0
14827,53451,35592,0
14798,53426,35550,0
14767,53402,35506,0
14741,53381,35461,0
14716,53364,35416,0
14692,53348,35369,0
14666,53329,35317,0
14641,53310,35263,0
14613,53288,35210,0
14580,53258,35156,0
14544,53225,35103,0
14509,53194,35056,0
14480,53168,35021,0
14453,53144,34990,0
14426,53121,34956,0
14400,53100,34922,0
14375,53081,34890,0
14349,53062,34855,0
14320,53041,34816,0
14290,53022,34777,0
14258,53003,34740,0
14224,52982,34704,0
14191,52964,34669,0
14162,52951,34637,0
14133,52938,34605,0
14102,52917,34566,0
14069,52891,34519,0
14036,52864,34467,0
13999,52837,34412,0
13963,52808,34357,0
13930,52779,34303,0
13897,52753,34252,0
13865,52726,34204,0
13830,52695,34152,0
13795,52661,34098,0
13759,52628,34046,0
13717,52595,33998,0
13674,52563,33953,0
13636,52536,33909,0
13607,52515,33868,0
13582,52495,33833,0
13558,52476,33798,0
13537,52459,33758,0
13516,52446,33717,0
13494,52429,33671,0
13467,52403,33617,0
13435,52374,33563,0
13400,52344,33513,0
13359,52312,33464,0
13317,52280,33416,0
13276,52251,33372,0
13234,52226,33330,0
13191,52203,33283,0
13150,52181,33227,0
13111,52158,33169,0
13073,52135,33116,0
13032,52112,33064,0
12993,52090,33011,0
12961,52071,32960,0
12933,52055,32915,0
12905,52037,32869,0
12874,52015,32818,0
12838,51986,32762,0
12794,51950,32705,0
12745,51907,32645,0
12696,51861,32579,0
12649,51815,32514,0
12603,51771,32452,0
12561,51732,32395,0
12532,51705,32351,0
12517,51693,32325,0
12514,51694,32321,0
12524,51703,32335,0
12551,51721,32369,0
12595,51750,32429,0
12651,51790,32514,0
12715,51841,32620,0
12792,51904,32748,0
12882,51977,32898,0
12983,52058,33065,0
13094,52144,33244,0
13210,52235,33428,0
13327,52328,33618,0
13441,52417,33804,0
13548,52497,33977,0
13645,52570,34134,0
13730,52638,34276,0
13801,52701,34403,0
13866,52756,34516,0
13926,52806,34617,0
13983,52853,34705,0
14033,52895,34781,0
14076,52931,34841,0
14115,52962,34893,0
14148,52987,34940,0
14174,53004,34983,0
14197,53020,35020,0
14222,53037,35059,0
14252,53058,35103,0
14282,53080,35147,0
14308,53101,35186,0
14331,53123,35224,0
14353,53150,35263,0
14373,53178,35304,0
14395,53207,35349,0
14422,53240,35402,0
14452,53272,35463,0
14487,53303,35526,0
14529,53337,35586,0
14574,53370,35643,0
14615,53401,35698,0
14653,53426,35747,0
14688,53447,35787,0
14722,53465,35825,0
14751,53481,35861,0
14774,53493,35892,0
14794,53500,35912,0
14807,53502,35923,0
14812,53499,35922,0
14808,53489,35910,0
14800,53475,35891,0
14792,53460,35873,0
14786,53448,35857,0
14783,53440,35842,0
14782,53435,35825,0
14782,53432,35808,0
14782,53429,35791,0
14780,53425,35773,0
14779,53421,35756,0
14777,53419,35749,0
14775,53422,35755,0
14773,53427,35766,0
14774,53435,35778,0
14774,53443,35790,0
14771,53448,35799,0
14768,53450,35802,0
14767,53450,35801,0
14768,53451,35801,0
14768,53454,35801,0
14763,53457,35794,0
14755,53457,35784,0
14743,53451,35772,0
14728,53440,35756,0
14713,53426,35734,0
14698,53413,35712,0
14681,53398,35687,0
14657,53379,35656,0
14630,53358,35617,0
14602,53335,35578,0
14572,53306,35542,0
14538,53276,35509,0
14503,53249,35477,0
14467,53224,35445,0
14429,53201,35409,0
14390,53175,35367,0
14352,53146,35316,0
14317,53120,35265,0
14282,53097,35217,0
14249,53077,35170,0
14220,53061,35123,0
14195,53044,35075,0
14168,53023,35026,0
14136,52996,34975,0
14099,52966,34920,0
14056,52936,34864,0
14009,52904,34809,0
13962,52871,34754,0
13922,52842,34701,0
13885,52816,34651,0
13851,52792,34603,0
13819,52769,34554,0
13790,52748,34506,0
13759,52726,34458,0
13723,52702,34411,0
13684,52680,34365,0
13645,52662,34320,0
13604,52644,34276,0
13561,52624,34233,0
13518,52601,34186,0
13476,52576,34138,0
13431,52549,34091,0
13384,52519,34044,0
13337,52488,33998,0
13293,52460,33956,0
13251,52435,33920,0
13212,52409,33884,0
13176,52384,33845,0
13137,52360,33805,0
13091,52335,33764,0
13039,52309,33720,0
12985,52282,33672,0
12932,52259,33627,0
12876,52239,33585,0
12820,52221,33543,0
12771,52206,33499,0
12727,52191,33455,0
12681,52176,33411,0
12633,52157,33360,0
12584,52134,33301,0
12535,52107,33240,0
12485,52077,33178,0
12435,52048,33120,0
12387,52020,33067,0
12343,51994,33021,0
12301,51972,32975,0
12258,51952,32925,0
12215,51932,32871,0
12171,51911,32813,0
12119,51883,32751,0
12059,51850,32684,0
11995,51817,32619,0
11933,51788,32560,0
11873,51759,32503,0
11816,51730,32444,0
11762,51701,32387,0
11710,51672,32331,0
11658,51645,32276,0
11607,51618,32219,0
11556,51589,32163,0
11505,51560,32112,0
11452,51532,32065,0
11407,51508,32029,0
11374,51494,32012,0
11355,51491,32015,0
11351,51501,32039,0
11368,51525,32088,0
11408,51561,32162,0
11464,51605,32258,0
11530,51656,32370,0
11606,51717,32495,0
11690,51791,32636,0
11775,51872,32793,0
11864,51957,32956,0
11957,52043,33117,0
12049,52128,33275,0
12135,52208,33428,0
12214,52282,33571,0
12287,52348,33699,0
12348,52403,33811,0
12394,52446,33904,0
12425,52477,33978,0
12445,52499,34034,0
12454,52516,34076,0
12457,52524,34106,0
12457,52526,34124,0
12460,52525,34135,0
12462,52522,34141,0
12464,52518,34143,0
12465,52515,34142,0
12468,52513,34138,0
12471,52515,34137,0
12472,52519,34142,0
12470,52526,34151,0
12471,52537,34166,0
12477,52555,34191,0
12485,52574,34220,0
12494,52589,34248,0
12506,52602,34277,0
12516,52616,34310,0
12523,52632,34348,0
12525,52648,34385,0
12525,52664,34419,0
12524,52677,34448,0
12521,52689,34473,0
12517,52699,34491,0
12513,52708,34502,0
12508,52717,34506,0
12502,52723,34503,0
12493,52721,34490,0
12481,52712,34468,0
12461,52695,34440,0
12435,52672,34405,0
12405,52647,34365,0
12374,52622,34328,0
12339,52599,34292,0
12301,52578,34254,0
12265,52561,34219,0
12234,52545,34190,0
12208,52532,34168,0
12187,52523,34148,0
12173,52517,34129,0
12163,52511,34111,0
12150,52502,34094,0
12136,52493,34076,0
12122,52486,34058,0
12112,52480,34043,0
12103,52473,34032,0
12094,52464,34019,0
12090,52457,34009,0
12086,52451,34002,0
12079,52442,33994,0
12066,52429,33977,0
12050,52414,33952,0
12031,52397,33925,0
12007,52376,33891,0
11976,52352,33855,0
11941,52327,33820,0
11906,52302,33785,0
11870,52279,33744,0
11835,52258,33698,0
11801,52239,33650,0
11768,52219,33601,0
11734,52197,33550,0
11696,52168,33495,0
11654,52134,33438,0
11609,52098,33379,0
11564,52065,33321,0
11525,52035,33268,0
11491,52007,33219,0
11457,51979,33173,0
11420,51951,33125,0
11384,51925,33074,0
11350,51902,33026,0
11315,51875,32980,0
11279,51846,32935,0
11246,51821,32891,0
11220,51804,32852,0
11193,51791,32815,0
11162,51777,32774,0
11128,51760,32732,0
11091,51743,32691,0
11053,51723,32648,0
11016,51702,32602,0
10979,51680,32555,0
10941,51659,32511,0
10900,51638,32469,0
10862,51619,32424,0
10829,51604,32380,0
10796,51588,32336,0
10760,51568,32291,0
10721,51545,32239,0
10682,51520,32184,0
10641,51493,32131,0
10595,51465,32077,0
10549,51443,32027,0
10511,51427,31989,0
10481,51419,31963,0
10450,51414,31939,0
10416,51409,31910,0
10379,51401,31878,0
10336,51389,31844,0
10289,51373,31804,0
10239,51352,31758,0
10188,51327,31707,0
10134,51299,31654,0
10074,51267,31596,0
10015,51234,31535,0
9960,51205,31477,0
9908,51178,31423,0
9858,51156,31371,0
9807,51141,31316,0
9759,51129,31261,0
9716,51113,31205,0
9674,51089,31144,0
9628,51059,31078,0
9582,51028,31020,0
9536,50999,30971,0
9491,50971,30924,0
9449,50944,30875,0
9409,50920,30828,0
9371,50898,30783,0
9335,50875,30740,0
9301,50852,30698,0
9273,50830,30659,0
9244,50813,30622,0
9216,50801,30590,0
9197,50799,30568,0
9191,50805,30562,0
9196,50819,30575,0
9214,50840,30607,0
9248,50873,30663,0
9296,50915,30739,0
9355,50962,30830,0
9423,51012,30930,0
9498,51062,31037,0
9578,51115,31152,0
9658,51170,31270,0
9740,51231,31393,0
9825,51300,31519,0
9911,51376,31646,0
9992,51450,31768,0
10066,51516,31877,0
10133,51573,31970,0
10191,51622,32047,0
10237,51663,32108,0
10272,51696,32157,0
10297,51721,32199,0
10314,51742,32234,0
10330,51760,32264,0
10348,51779,32288,0
10367,51800,32310,0
10386,51819,32330,0
10401,51832,32345,0
10414,51841,32353,0
10426,51847,32355,0
10433,51850,32355,0
10439,51851,32355,0
10445,51852,32358,0
10453,51858,32366,0
10463,51869,32380,0
10474,51882,32394,0
10487,51897,32408,0
10502,51914,32422,0
10515,51931,32436,0
10528,51944,32447,0
10539,51956,32456,0
10551,51971,32467,0
10562,51982,32480,0
10572,51990,32487,0
10582,51998,32486,0
10588,52004,32480,0
10587,52005,32469,0
10584,52001,32451,0
10579,51992,32431,0
10571,51981,32411,0
10557,51965,32391,0
10539,51947,32366,0
10519,51928,32338,0
10503,51912,32314,0
10489,51899,32291,0
10480,51892,32270,0
10477,51893,32255,0
10477,51897,32248,0
10479,51901,32243,0
10483,51904,32237,0
10487,51909,32234,0
10490,51914,32235,0
10491,51917,32239,0
10493,51921,32240,0
10494,51926,32242,0
10493,51928,32246,0
10489,51926,32249,0
10487,51921,32247,0
10486,51913,32241,0
10484,51904,32233,0
10476,51893,32218,0
10463,51880,32193,0
10446,51867,32165,0
10424,51851,32131,0
10397,51833,32092,0
10373,51816,32052,0
10352,51802,32016,0
10331,51790,31981,0
10307,51777,31944,0
10283,51762,31903,0
10258,51743,31859,0
10228,51717,31809,0
10192,51683,31752,0
10155,51647,31691,0
10120,51612,31633,0
10084,51579,31578,0
10048,51549,31526,0
10014,51528,31479,0
9984,51511,31436,0
9955,51492,31390,0
9926,51471,31336,0
9901,51450,31282,0
9878,51430,31232,0
9855,51408,31185,0
9831,51387,31138,0
9807,51369,31094,0
9781,51354,31058,0
9754,51337,31025,0
9729,51322,30992,0
9709,51311,30961,0
9689,51302,30930,0
9667,51288,30896,0
9642,51267,30853,0
9617,51243,30808,0
9590,51222,30768,0
9562,51203,30731,0
9536,51190,30696,0
9513,51181,30659,0
9493,51173,30622,0
9474,51162,30584,0
9458,51152,30546,0
9443,51143,30510,0
9429,51130,30475,0
9414,51111,30437,0
9396,51090,30393,0
9375,51068,30348,0
9350,51045,30306,0
9320,51017,30265,0
9286,50988,30222,0
9254,50962,30183,0
9225,50943,30148,0
9198,50926,30115,0
9177,50911,30083,0
9160,50896,30052,0
9141,50882,30017,0
9120,50867,29977,0
9099,50851,29929,0
9073,50832,29879,0
9040,50811,29827,0
9006,50789,29775,0
8971,50767,29724,0
8936,50742,29676,0
8901,50714,29626,0
8867,50687,29572,0
8836,50663,29516,0
8807,50641,29459,0
8778,50619,29401,0
8751,50594,29341,0
8725,50569,29278,0
8696,50543,29215,0
8662,50518,29154,0
8627,50493,29091,0
8590,50467,29029,0
8550,50436,28968,0
8511,50403,28907,0
8475,50372,28850,0
8444,50342,28801,0
8418,50316,28765,0
8399,50294,28739,0
8384,50277,28726,0
8378,50269,28727,0
8384,50272,28746,0
8400,50284,28777,0
8433,50305,28821,0
8483,50337,28886,0
8543,50377,28970,0
8609,50424,29067,0
8680,50478,29181,0
8756,50537,29312,0
8836,50601,29458,0
8923,50669,29613,0
9015,50743,29771,0
9109,50820,29929,0
9202,50897,30085,0
9292,50971,30234,0
9375,51039,30369,0
9448,51101,30489,0
9512,51153,30591,0
9567,51195,30675,0
9613,51229,30743,0
9650,51256,30799,0
9678,51275,30845,0
9700,51287,30877,0
9719,51293,30899,0
9736,51297,30916,0
9748,51298,30930,0
9757,51299,30940,0
9762,51301,30946,0
9765,51303,30956,0
9769,51306,30971,0
9777,51311,30992,0
9785,51321,31020,0
9794,51337,31054,0
9810,51358,31088,0
9835,51382,31123,0
9864,51410,31164,0
9893,51438,31209,0
9919,51463,31253,0
9947,51485,31291,0
9973,51506,31326,0
9995,51520,31359,0
10010,51530,31388,0
10021,51539,31410,0
10030,51548,31430,0
10035,51557,31447,0
10036,51562,31457,0
10039,51563,31462,0
10043,51564,31467,0
10046,51564,31469,0
10046,51564,31460,0
10049,51565,31445,0
10053,51568,31431,0
10051,51569,31416,0
10041,51565,31397,0
10027,51561,31377,0
10015,51558,31361,0
10004,51554,31348,0
9996,51546,31337,0
9992,51541,31331,0
9989,51541,31332,0
9988,51542,31333,0
9989,51543,31333,0
9992,51546,31332,0
9997,51551,31336,0
10002,51555,31341,0
10005,51555,31342,0
10005,51552,31339,0
10003,51551,31335,0
9996,51550,31329,0
9988,51548,31319,0
9981,51546,31306,0
9976,51545,31292,0
9968,51541,31277,0
9960,51532,31255,0
9954,51521,31230,0
9950,51511,31204,0
9943,51496,31173,0
9934,51474,31138,0
9922,51450,31100,0
9908,51428,31063,0
9892,51405,31021,0
9872,51382,30972,0
9849,51362,30921,0
9822,51343,30870,0
9790,51323,30819,0
9759,51304,30771,0
9732,51286,30732,0
9707,51271,30696,0
9683,51257,30658,0
9663,51243,30616,0
9647,51228,30576,0
9632,51208,30536,0
9612,51182,30493,0
9585,51151,30448,0
9552,51121,30404,0
9515,51094,30361,0
9477,51069,30316,0
9441,51047,30273,0
9413,51030,30238,0
9393,51018,30211,0
9379,51009,30189,0
9369,51002,30169,0
9363,50997,30154,0
9356,50996,30137,0
9346,50998,30117,0
9334,51003,30097,0
9318,51007,30076,0
9296,51006,30053,0
9270,50996,30023,0
9241,50979,29990,0
9208,50960,29957,0
9173,50939,29922,0
9139,50921,29884,0
9110,50907,29849,0
9083,50893,29815,0
9056,50877,29775,0
9031,50861,29730,0
9005,50844,29683,0
8976,50824,29634,0
8943,50802,29582,0
8909,50779,29530,0
8875,50755,29481,0
8839,50727,29434,0
8802,50698,29387,0
8767,50669,29341,0
8736,50644,29299,0
8705,50621,29258,0
8674,50597,29214,0
8645,50576,29170,0
8620,50559,29133,0
8594,50544,29095,0
8567,50523,29049,0
8539,50496,28995,0
8507,50468,28937,0
8471,50442,28881,0
8432,50415,28824,0
8393,50388,28767,0
8354,50363,28714,0
8315,50336,28663,0
8278,50309,28615,0
8245,50287,28572,0
8215,50268,28531,0
8185,50247,28492,0
8158,50225,28449,0
8135,50206,28403,0
8114,50191,28358,0
8091,50176,28312,0
8064,50158,28264,0
8035,50139,28215,0
8008,50118,28172,0
7981,50098,28134,0
7954,50081,28099,0
7931,50070,28073,0
7919,50069,28063,0
7918,50076,28067,0
7931,50090,28084,0
7956,50112,28118,0
7992,50141,28170,0
8035,50177,28235,0
8089,50222,28314,0
8152,50275,28410,0
8219,50336,28525,0
8288,50399,28652,0
8363,50465,28786,0
8444,50532,28927,0
8525,50597,29073,0
8608,50660,29218,0
8690,50723,29357,0
8769,50787,29491,0
8839,50849,29616,0
8902,50906,29725,0
8961,50959,29822,0
9014,51005,29905,0
9054,51042,29973,0
9080,51068,30023,0
9095,51086,30056,0
9100,51096,30077,0
9094,51098,30087,0
9083,51096,30088,0
9071,51093,30088,0
9062,51092,30091,0
9056,51093,30101,0
9055,51098,30111,0
9060,51107,30121,0
9065,51118,30130,0
9067,51126,30140,0
9068,51128,30146,0
9070,51129,30149,0
9073,51129,30156,0
9075,51127,30166,0
9079,51124,30178,0
9083,51124,30191,0
9089,51129,30208,0
9094,51138,30227,0
9099,51146,30246,0
9107,51158,30267,0
9116,51170,30287,0
9122,51176,30299,0
9126,51176,30301,0
9129,51173,30296,0
9125,51169,30285,0
9116,51162,30270,0
9107,51155,30253,0
9097,51150,30238,0
9086,51144,30227,0
9072,51137,30212,0
9059,51134,30194,0
9048,51130,30177,0
9039,51126,30164,0
9030,51123,30149,0
9021,51119,30132,0
9013,51113,30115,0
9004,51103,30100,0
8993,51091,30085,0
8983,51081,30073,0
8975,51074,30064,0
8965,51068,30056,0
8959,51063,30050,0
8960,51062,30046,0
8964,51064,30046,0
8969,51066,30048,0
8972,51066,30044,0
8974,51065,30034,0
8974,51063,30021,0
8968,51056,30004,0
8958,51045,29983,0
8946,51031,29961,0
8931,51018,29940,0
8914,51005,29919,0
8899,50992,29896,0
8886,50979,29871,0
8873,50968,29846,0
8858,50953,29815,0
8840,50931,29776,0
8819,50904,29733,0
8793,50873,29691,0
8762,50841,29645,0
8731,50811,29595,0
8700,50781,29545,0
8668,50753,29500,0
8635,50730,29458,0
8603,50713,29414,0
8574,50700,29371,0
8548,50684,29331,0
8522,50667,29292,0
8499,50651,29251,0
8477,50636,29208,0
8454,50618,29162,0
8429,50596,29112,0
8407,50573,29061,0
8389,50551,29014,0
8376,50530,28971,0
8362,50511,28931,0
8350,50499,28892,0
8338,50496,28858,0
8328,50497,28827,0
8323,50498,28799,0
8325,50499,28772,0
8324,50498,28746,0
8315,50491,28717,0
8298,50476,28686,0
8276,50454,28654,0
8253,50430,28623,0
8231,50406,28588,0
8213,50385,28551,0
8197,50366,28514,0
8180,50345,28477,0
8163,50324,28442,0
8148,50304,28407,0
8134,50286,28370,0
8119,50266,28335,0
8102,50244,28297,0
8084,50219,28254,0
8065,50192,28211,0
8044,50167,28168,0
8021,50142,28123,0
7995,50113,28073,0
7968,50085,28024,0
7942,50062,27980,0
7919,50046,27939,0
7904,50035,27899,0
7894,50027,27861,0
7887,50021,27827,0
7875,50011,27790,0
7857,49999,27746,0
7836,49986,27701,0
7814,49972,27655,0
7793,49959,27608,0
7775,49947,27562,0
7761,49937,27522,0
7751,49926,27487,0
7740,49913,27451,0
7729,49897,27414,0
7715,49877,27374,0
7700,49854,27332,0
7685,49826,27287,0
7669,49799,27240,0
7654,49775,27198,0
7641,49757,27166,0
7633,49746,27145,0
7639,49744,27141,0
7659,49752,27158,0
7693,49767,27195,0
7739,49794,27247,0
7801,49832,27312,0
7873,49878,27391,0
7954,49927,27479,0
8041,49975,27574,0
8134,50023,27674,0
8231,50076,27778,0
8331,50129,27885,0
8428,50180,27992,0
8523,50229,28097,0
8614,50274,28197,0
8695,50312,28287,0
8768,50345,28369,0
8834,50373,28443,0
8893,50395,28509,0
8943,50412,28563,0
8985,50423,28602,0
9019,50430,28631,0
9046,50435,28655,0
9065,50438,28671,0
9082,50439,28679,0
9101,50440,28685,0
9123,50441,28693,0
9141,50439,28695,0
9159,50438,28691,0
9180,50438,28687,0
9204,50436,28685,0
9228,50432,28686,0
9253,50430,28692,0
9280,50432,28702,0
9310,50439,28719,0
9344,50450,28739,0
9383,50464,28765,0
9426,50483,28799,0
9467,50501,28835,0
9508,50517,28862,0
9548,50533,28881,0
9582,50545,28895,0
9605,50547,28904,0
9619,50540,28906,0
9630,50532,28905,0
9641,50529,28903,0
9651,50530,28903,0
9661,50532,28902,0
9673,50537,28905,0
9687,50544,28915,0
9704,50551,28928,0
9721,50556,28937,0
9737,50560,28944,0
9752,50563,28954,0
9765,50564,28964,0
9781,50566,28974,0
9804,50570,28990,0
9831,50577,29012,0
9858,50586,29036,0
9883,50598,29062,0
9910,50612,29090,0
9936,50627,29120,0
9962,50642,29148,0
9988,50658,29174,0
10012,50672,29197,0
10030,50680,29217,0
10040,50683,29230,0
10046,50684,29240,0
10052,50690,29254,0
10058,50700,29272,0
10068,50709,29290,0
10081,50717,29301,0
10093,50724,29308,0
10100,50730,29311,0
10098,50732,29304,0
10093,50729,29289,0
10087,50725,29275,0
10079,50720,29263,0
10073,50716,29250,0
10073,50717,29241,0
10076,50719,29234,0
10077,50719,29224,0
10079,50715,29206,0
10082,50707,29185,0
10083,50697,29163,0
10078,50685,29136,0
10069,50672,29106,0
10060,50661,29076,0
10053,50653,29051,0
10046,50646,29025,0
10040,50637,28997,0
10036,50630,28974,0
10031,50624,28955,0
10022,50617,28934,0
10009,50611,28911,0
9998,50603,28891,0
9989,50593,28872,0
9979,50584,28855,0
9967,50577,28837,0
9956,50570,28819,0
9949,50563,28799,0
9945,50553,28778,0
9943,50542,28757,0
9944,50530,28735,0
9944,50520,28710,0
9943,50509,28680,0
9938,50496,28647,0
9930,50482,28618,0
9918,50466,28591,0
9906,50450,28567,0
9901,50436,28543,0
9902,50427,28522,0
9904,50422,28507,0
9906,50418,28493,0
9909,50417,28480,0
9909,50420,28468,0
9905,50423,28453,0
9898,50424,28433,0
9892,50422,28407,0
9888,50418,28380,0
9887,50413,28354,0
9887,50408,28325,0
9882,50402,28295,0
9874,50393,28266,0
9865,50381,28236,0
9861,50369,28205,0
9860,50360,28174,0
9857,50351,28143,0
9850,50337,28112,0
9841,50318,28077,0
9832,50299,28038,0
9816,50279,27998,0
9792,50258,27959,0
9766,50237,27918,0
9742,50216,27876,0
9716,50197,27837,0
9688,50180,27801,0
9664,50161,27763,0
9646,50142,27730,0
9631,50125,27704,0
9620,50110,27685,0
9615,50100,27670,0
9615,50097,27662,0
9626,50101,27666,0
9646,50111,27688,0
9677,50130,27730,0
9722,50159,27796,0
9778,50198,27883,0
9843,50244,27984,0
9915,50298,28096,0
9993,50359,28220,0
10073,50422,28354,0
10154,50485,28495,0
10238,50553,28643,0
10327,50625,28800,0
10415,50698,28961,0
10503,50767,29116,0
10594,50833,29265,0
10686,50897,29410,0
10777,50957,29550,0
10862,51014,29678,0
10941,51067,29791,0
11011,51117,29893,0
11072,51164,29981,0
11125,51204,30054,0
11173,51235,30114,0
11212,51260,30167,0
11242,51280,30211,0
11264,51297,30247,0
11286,51315,30281,0
11310,51334,30317,0
11337,51355,30352,0
11370,51379,30385,0
11411,51409,30425,0
