green_channel,red_channel,ir_channel,Anomaly_ch0
9504,52640,27250,0
9492,52637,27234,0
9479,52631,27214,0
9465,52622,27193,0
9449,52610,27171,0
9430,52598,27152,0
9408,52588,27130,0
9389,52579,27101,0
9372,52573,27069,0
9355,52566,27040,0
9338,52558,27011,0
9321,52547,26978,0
9305,52533,26945,0
9286,52514,26913,0
9260,52490,26877,0
9227,52465,26836,0
9194,52444,26799,0
9162,52427,26765,0
9130,52406,26730,0
9102,52385,26694,0
9077,52367,26664,0
9051,52352,26640,0
9027,52336,26617,0
9009,52323,26601,0
9001,52318,26602,0
9005,52324,26621,0
9019,52339,26655,0
9045,52363,26700,0
9077,52394,26754,0
9112,52427,26815,0
9149,52464,26881,0
9191,52506,26955,0
9238,52553,27040,0
9284,52603,27132,0
9332,52654,27228,0
9387,52705,27328,0
9446,52754,27429,0
9503,52798,27526,0
9557,52835,27612,0
9607,52868,27686,0
9650,52897,27752,0
9681,52919,27807,0
9701,52934,27848,0
9713,52946,27879,0
9720,52959,27906,0
9725,52970,27930,0
9727,52980,27946,0
9729,52992,27960,0
9729,53007,27973,0
9727,53022,27983,0
9721,53034,27987,0
9717,53048,27995,0
9716,53065,28011,0
9720,53083,28030,0
9729,53099,28051,0
9741,53113,28074,0
9753,53121,28101,0
9763,53125,28123,0
9774,53129,28136,0
9786,53136,28150,0
9795,53143,28167,0
9800,53150,28186,0
9803,53156,28206,0
9806,53162,28229,0
9810,53169,28249,0
9815,53175,28258,0
9820,53179,28254,0
9822,53180,28242,0
9818,53176,28225,0
9810,53165,28208,0
9800,53153,28191,0
9788,53143,28175,0
9775,53135,28163,0
9764,53129,28151,0
9757,53125,28143,0
9753,53125,28137,0
9750,53128,28132,0
9748,53134,28127,0
9749,53141,28124,0
9752,53148,28126,0
9756,53155,28131,0
9761,53163,28137,0
9768,53173,28145,0
9779,53187,28156,0
9792,53199,28169,0
9803,53208,28178,0
9814,53214,28186,0
9824,53216,28192,0
9830,53216,28192,0
9833,53214,28187,0
9833,53209,28180,0
9831,53203,28171,0
9825,53195,28160,0
9819,53185,28146,0
9811,53175,28133,0
9799,53165,28121,0
9782,53156,28106,0
9763,53146,28088,0
9745,53138,28073,0
9729,53129,28062,0
9718,53117,28049,0
9711,53107,28033,0
9707,53101,28017,0
9703,53097,28000,0
9696,53091,27979,0
9688,53081,27953,0
9678,53068,27926,0
9664,53054,27898,0
9646,53041,27871,0
9629,53030,27845,0
9616,53024,27825,0
9607,53023,27811,0
9599,53023,27796,0
9593,53020,27780,0
9587,53017,27762,0
9580,53012,27744,0
9575,53004,27722,0
9569,52996,27699,0
9562,52987,27679,0
9554,52978,27658,0
9549,52968,27632,0
9547,52960,27603,0
9546,52952,27576,0
9541,52941,27548,0
9532,52928,27515,0
9521,52916,27481,0
9509,52906,27454,0
9493,52895,27431,0
9477,52881,27408,0
9463,52869,27387,0
9451,52860,27369,0
9437,52850,27352,0
9425,52839,27331,0
9415,52828,27307,0
9404,52815,27283,0
9392,52800,27258,0
9381,52788,27233,0
9370,52779,27209,0
9360,52772,27186,0
9352,52764,27163,0
9346,52758,27138,0
9341,52751,27114,0
9333,52743,27088,0
9322,52730,27059,0
9308,52716,27029,0
9296,52704,27003,0
9282,52692,26979,0
9266,52680,26955,0
9253,52669,26932,0
9241,52661,26908,0
9227,52651,26881,0
9210,52637,26849,0
9187,52618,26814,0
9161,52597,26781,0
9135,52576,26751,0
9116,52562,26726,0
9106,52555,26709,0
9104,52554,26706,0
9110,52558,26717,0
9125,52570,26739,0
9149,52591,26776,0
9180,52618,26828,0
9214,52646,26890,0
9252,52678,26958,0
9295,52715,27036,0
9343,52755,27125,0
9394,52796,27218,0
9447,52836,27308,0
9498,52874,27392,0
9546,52910,27473,0
9588,52943,27546,0
9626,52974,27609,0
9660,53001,27662,0
9690,53023,27708,0
9716,53043,27748,0
9741,53060,27783,0
9762,53075,27813,0
9778,53085,27835,0
9788,53089,27847,0
9794,53086,27848,0
9797,53082,27845,0
9798,53079,27840,0
9795,53075,27833,0
9793,53072,27828,0
9793,53072,27828,0
9797,53077,27832,0
9804,53085,27837,0
9816,53096,27844,0
9830,53107,27854,0
9845,53117,27865,0
9859,53124,27874,0
9873,53129,27883,0
9890,53136,27897,0
9907,53146,27916,0
9923,53157,27932,0
9937,53168,27946,0
9941,53174,27955,0
9937,53175,27954,0
9930,53169,27940,0
9923,53160,27919,0
9914,53151,27896,0
9901,53140,27870,0
9887,53126,27840,0
9872,53111,27811,0
9858,53093,27786,0
9843,53074,27765,0
9831,53055,27747,0
9822,53043,27736,0
9814,53036,27732,0
9807,53030,27733,0
9805,53029,27739,0
9813,53033,27750,0
9827,53040,27767,0
9844,53046,27780,0
9861,53052,27788,0
9875,53057,27793,0
9885,53062,27799,0
9890,53066,27802,0
9893,53070,27803,0
9895,53075,27807,0
9896,53079,27813,0
9895,53082,27819,0
9894,53085,27822,0
9893,53086,27822,0
9889,53080,27817,0
9881,53066,27805,0
9869,53046,27784,0
9854,53023,27755,0
9840,52999,27721,0
9827,52977,27685,0
9818,52959,27651,0
9811,52944,27620,0
9803,52930,27588,0
9794,52914,27551,0
9785,52898,27511,0
9769,52881,27471,0
9749,52860,27431,0
9729,52839,27392,0
9710,52821,27356,0
9689,52806,27329,0
9669,52794,27308,0
9655,52788,27289,0
9649,52784,27268,0
9649,52779,27246,0
9647,52771,27221,0
9639,52761,27190,0
9628,52751,27161,0
9613,52739,27133,0
9597,52724,27106,0
9582,52709,27078,0
9567,52695,27055,0
9553,52681,27037,0
9539,52667,27016,0
9528,52652,26990,0
9521,52639,26965,0
9517,52629,26943,0
9510,52619,26923,0
9502,52607,26905,0
9495,52598,26892,0
9489,52593,26885,0
9481,52589,26876,0
9470,52585,26861,0
9456,52581,26846,0
9440,52576,26829,0
9424,52568,26806,0
9407,52559,26779,0
9390,52549,26755,0
9372,52540,26735,0
9356,52531,26712,0
9344,52522,26686,0
9333,52514,26663,0
9319,52506,26641,0
9301,52494,26613,0
9282,52478,26583,0
9260,52458,26554,0
9235,52434,26524,0
9210,52409,26490,0
9190,52389,26460,0
9172,52373,26435,0
9155,52357,26409,0
9141,52344,26377,0
9128,52331,26344,0
9112,52319,26314,0
9091,52305,26282,0
9070,52293,26249,0
9051,52285,26219,0
9032,52278,26193,0
9016,52272,26171,0
9007,52268,26158,0
9010,52270,26162,0
9021,52276,26184,0
9040,52289,26220,0
9070,52309,26265,0
9113,52338,26324,0
9162,52373,26390,0
9218,52410,26462,0
9277,52452,26540,0
9340,52498,26630,0
9407,52545,26730,0
9478,52591,26832,0
9549,52640,26936,0
9621,52690,27038,0
9686,52738,27133,0
9741,52779,27213,0
9786,52811,27275,0
9821,52833,27326,0
9845,52850,27369,0
9859,52861,27399,0
9868,52867,27421,0
9873,52873,27442,0
9875,52880,27461,0
9874,52885,27471,0
9875,52886,27474,0
9876,52880,27474,0
9875,52870,27470,0
9875,52864,27463,0
9879,52864,27458,0
9890,52869,27457,0
9902,52874,27458,0
9916,52878,27460,0
9933,52883,27467,0
9952,52887,27475,0
9968,52887,27481,0
9982,52887,27485,0
9995,52888,27492,0
10007,52890,27506,0
10016,52892,27522,0
10030,52897,27538,0
10051,52905,27557,0
10072,52913,27574,0
10092,52915,27584,0
10112,52912,27587,0
10130,52907,27585,0
10138,52900,27579,0
10139,52891,27569,0
10141,52882,27559,0
10146,52877,27550,0
10150,52873,27540,0
10149,52867,27527,0
10147,52858,27508,0
10142,52849,27491,0
10136,52843,27480,0
10129,52838,27474,0
10125,52834,27468,0
10125,52834,27465,0
10130,52835,27461,0
10136,52837,27455,0
10146,52840,27452,0
10159,52843,27455,0
10171,52843,27460,0
10178,52840,27459,0
10180,52834,27455,0
10176,52828,27453,0
10169,52822,27451,0
10164,52819,27449,0
10165,52825,27452,0
10170,52834,27459,0
10175,52844,27464,0
10180,52851,27461,0
10182,52855,27451,0
10177,52855,27440,0
10169,52852,27430,0
10162,52849,27421,0
10156,52846,27411,0
10150,52844,27401,0
10140,52841,27386,0
10129,52837,27365,0
10120,52828,27342,0
10106,52816,27319,0
10088,52799,27297,0
10070,52782,27273,0
10054,52766,27249,0
10038,52751,27227,0
10023,52736,27207,0
10014,52723,27187,0
10007,52713,27168,0
9996,52700,27147,0
9981,52683,27122,0
9961,52664,27089,0
9941,52645,27057,0
9917,52627,27029,0
9892,52610,27002,0
9871,52598,26975,0
9854,52586,26949,0
9838,52572,26923,0
9823,52555,26895,0
9808,52539,26867,0
9795,52523,26841,0
9782,52503,26814,0
9767,52479,26786,0
9752,52454,26758,0
9736,52432,26731,0
9717,52413,26705,0
9698,52399,26678,0
9685,52390,26650,0
9675,52380,26623,0
9662,52367,26595,0
9646,52350,26564,0
9629,52334,26536,0
9610,52323,26517,0
9589,52316,26501,0
9571,52312,26485,0
9560,52311,26469,0
9553,52312,26453,0
9546,52313,26433,0
9538,52313,26411,0
9532,52314,26391,0
9528,52314,26376,0
9524,52311,26359,0
9520,52304,26339,0
9511,52294,26314,0
9499,52277,26285,0
9482,52256,26248,0
9464,52234,26209,0
9448,52216,26175,0
9432,52200,26142,0
9416,52179,26107,0
9400,52155,26071,0
9381,52131,26037,0
9360,52106,26003,0
9340,52081,25969,0
9324,52059,25944,0
9310,52045,25932,0
9298,52041,25932,0
9294,52045,25939,0
9300,52055,25957,0
9316,52071,25988,0
9341,52094,26030,0
9374,52122,26079,0
9413,52155,26138,0
9461,52197,26213,0
9519,52247,26300,0
9582,52301,26393,0
9651,52357,26493,0
9720,52412,26597,0
9784,52462,26697,0
9842,52505,26786,0
9896,52544,26867,0
9944,52579,26939,0
9986,52607,27000,0
10021,52633,27049,0
10053,52655,27090,0
10080,52673,27123,0
10103,52681,27142,0
10123,52679,27147,0
10141,52675,27147,0
10154,52671,27145,0
10161,52666,27141,0
10169,52660,27136,0
10182,52657,27133,0
10199,52658,27134,0
10219,52658,27135,0
10242,52658,27135,0
10267,52658,27136,0
10291,52658,27139,0
10314,52657,27143,0
10337,52656,27149,0
10360,52661,27161,0
10382,52673,27177,0
10404,52690,27192,0
10429,52710,27208,0
10454,52731,27226,0
10474,52748,27243,0
10490,52762,27257,0
10504,52775,27272,0
10517,52785,27286,0
10527,52791,27298,0
10538,52795,27307,0
10549,52797,27311,0
10557,52799,27315,0
10565,52800,27316,0
10569,52797,27309,0
10569,52792,27301,0
10565,52787,27296,0
10559,52783,27292,0
10559,52782,27288,0
10568,52787,27291,0
10581,52796,27300,0
10593,52805,27308,0
10605,52815,27317,0
10616,52825,27329,0
10623,52837,27347,0
10628,52848,27367,0
10634,52858,27388,0
10640,52872,27409,0
10645,52888,27429,0
10649,52901,27443,0
10650,52911,27455,0
10653,52922,27463,0
10655,52930,27465,0
10654,52932,27459,0
10652,52930,27448,0
10653,52931,27440,0
10653,52931,27436,0
10651,52926,27431,0
10649,52920,27425,0
10647,52915,27420,0
10642,52909,27416,0
10633,52901,27404,0
10624,52892,27385,0
10613,52882,27364,0
10597,52870,27343,0
10578,52858,27321,0
10558,52848,27300,0
10538,52840,27280,0
10518,52834,27261,0
10498,52827,27238,0
10475,52819,27213,0
10453,52811,27192,0
10432,52803,27173,0
10410,52790,27153,0
10392,52776,27134,0
10376,52766,27121,0
10359,52757,27108,0
10342,52747,27093,0
10328,52743,27080,0
10316,52744,27069,0
10303,52747,27057,0
10292,52748,27042,0
10284,52748,27027,0
10276,52746,27014,0
10263,52741,27002,0
10248,52736,26988,0
10235,52734,26977,0
10219,52734,26970,0
10203,52738,26964,0
10192,52743,26957,0
10186,52746,26951,0
10175,52744,26944,0
10155,52733,26930,0
10129,52717,26910,0
10105,52703,26888,0
10083,52689,26866,0
10065,52677,26841,0
10051,52667,26818,0
10038,52663,26801,1
10024,52664,26787,1
10012,52663,26774,1
10005,52660,26762,1
9996,52655,26747,1
9983,52649,26727,1
9964,52637,26700,1
9942,52622,26670,1
9922,52609,26642,1
9901,52598,26614,1
9881,52583,26582,1
9859,52567,26548,1
9834,52549,26517,1
9806,52530,26486,1
9779,52509,26453,1
9754,52492,26420,1
9730,52480,26390,1
9706,52471,26363,1
9684,52466,26336,1
9664,52464,26311,1
9643,52461,26290,1
9618,52456,26270,1
9592,52447,26250,1
9573,52437,26234,1
9562,52430,26226,1
9556,52428,26228,1
9558,52435,26241,1
9568,52451,26270,1
9586,52476,26316,1
9612,52508,26370,1
9651,52546,26432,1
9697,52590,26505,1
9745,52636,26587,1
9795,52682,26673,1
9845,52728,26765,1
9896,52775,26864,1
9948,52822,26963,1
9997,52869,27058,1
10045,52919,27148,1
10092,52966,27233,1
10131,53006,27309,1
10163,53039,27369,1
10192,53065,27414,1
10218,53086,27453,1
10240,53104,27490,1
10259,53116,27520,1
10276,53123,27545,1
10290,53132,27568,1
10300,53141,27585,1
10308,53148,27597,1
10317,53156,27605,1
10325,53162,27612,1
10329,53166,27615,1
10331,53167,27615,1
10335,53169,27617,1
10341,53175,27625,1
10348,53182,27636,1
10356,53189,27647,1
10364,53199,27663,1
10370,53209,27681,1
10374,53218,27697,1
10380,53225,27709,1
10386,53231,27721,1
10389,53236,27732,1
10392,53237,27740,1
10396,53235,27744,1
10401,53234,27746,1
10405,53230,27744,1
10410,53224,27735,1
10413,53222,27720,1
10413,53223,27705,1
10410,53224,27693,1
10404,53221,27680,1
10401,53214,27662,1
10400,53204,27643,1
10397,53189,27623,1
10395,53172,27603,1
10400,53158,27582,1
10410,53145,27565,1
10421,53133,27553,1
10432,53124,27541,1
10447,53118,27534,1
10464,53116,27528,1
10478,53114,27520,1
10489,53114,27508,1
10500,53116,27500,1
10513,53119,27496,1
10527,53118,27494,1
10543,53114,27488,1
10561,53112,27482,1
10579,53111,27476,1
10595,53106,27467,1
10608,53096,27450,1
10618,53083,27429,1
10624,53067,27405,1
10626,53047,27378,1
10628,53025,27345,1
10632,53003,27309,1
10641,52981,27272,1
10654,52960,27233,1
10674,52945,27195,1
10699,52934,27158,1
10721,52921,27122,1
10739,52907,27088,1
10751,52891,27054,1
10760,52872,27022,1
10764,52853,26987,1
10768,52833,26945,1
10778,52817,26899,1
10792,52802,26855,1
10806,52785,26811,1
10817,52763,26760,1
10824,52739,26698,1
10831,52711,26631,1
10832,52677,26563,1
10831,52640,26496,1
10831,52608,26433,1
10831,52581,26378,1
10827,52556,26330,1
10819,52531,26284,1
10811,52507,26236,1
10802,52483,26188,1
10795,52459,26141,1
10792,52438,26096,1
10790,52418,26057,1
10789,52399,26024,1
10789,52378,25992,1
10790,52356,25955,1
10794,52336,25915,1
10795,52314,25873,1
10789,52287,25825,1
10783,52258,25772,1
10780,52234,25721,1
10776,52213,25677,1
10771,52193,25635,1
10768,52175,25596,1
10767,52158,25559,1
10761,52142,25524,1
10750,52124,25489,1
10738,52107,25455,1
10725,52095,25429,1
10711,52084,25410,1
10697,52072,25393,1
10685,52061,25377,1
10675,52053,25360,1
10663,52045,25342,1
10652,52033,25323,1
10642,52020,25304,1
10636,52015,25288,1
10630,52015,25275,1
10624,52014,25264,1
10623,52014,25256,1
10626,52013,25251,1
10629,52009,25250,1
10632,52003,25248,1
10638,51996,25248,1
10645,51994,25258,1
10657,51999,25281,1
10676,52012,25317,1
10704,52034,25366,1
10740,52062,25429,1
10782,52097,25501,1
10827,52135,25580,1
10877,52175,25666,1
10935,52218,25765,1
11000,52268,25875,1
11075,52323,25991,1
11158,52383,26112,1
11244,52447,26238,1
11328,52508,26362,1
11410,52566,26480,1
11488,52621,26592,1
11561,52672,26699,1
11625,52719,26797,1
11679,52764,26883,1
11725,52807,26961,1
11766,52849,27034,1
11805,52885,27096,1
11844,52914,27147,1
11884,52938,27189,1
11920,52956,27223,1
11950,52970,27250,1
11980,52984,27272,1
12011,53002,27297,1
12042,53024,27329,1
12073,53048,27364,1
12106,53075,27401,1
12143,53104,27441,1
12181,53130,27481,1
12216,53152,27520,1
12250,53173,27555,1
12284,53195,27592,1
12315,53216,27632,1
12346,53233,27671,1
12382,53250,27708,1
12417,53269,27745,1
12448,53290,27779,1
12474,53309,27803,1
12494,53328,27821,1
12508,53344,27837,1
12514,53354,27849,1
12520,53361,27860,1
12529,53368,27871,1
12545,53377,27883,1
12562,53387,27897,1
12579,53397,27910,1
12594,53407,27922,1
12608,53417,27934,1
12620,53424,27946,1
12632,53428,27958,1
12646,53434,27974,1
12662,53445,27994,1
12678,53456,28017,1
12695,53468,28042,1
12718,53479,28070,1
12745,53490,28101,1
12772,53500,28129,1
12798,53514,28155,1
12825,53536,28184,1
12849,53558,28219,1
12870,53577,28255,1
12896,53602,28291,1
12926,53631,28326,1
12952,53657,28358,1
12971,53676,28377,1
12985,53689,28386,1
12999,53702,28391,1
13011,53716,28398,1
13022,53732,28406,1
13035,53753,28417,1
13051,53774,28430,1
13067,53791,28439,1
13075,53802,28441,1
13074,53809,28433,1
13069,53814,28418,1
13062,53815,28396,1
13059,53809,28372,1
13060,53799,28351,1
13061,53787,28340,1
13063,53773,28330,1
13068,53758,28314,1
13075,53744,28295,1
13080,53733,28276,1
13082,53723,28257,1
13084,53718,28241,1
13087,53717,28228,1
13091,53716,28218,1
13095,53713,28208,1
13100,53711,28193,1
13108,53711,28179,1
13110,53708,28164,1
13104,53700,28145,1
13096,53691,28122,1
13091,53683,28102,1
13086,53677,28090,1
13081,53671,28079,1
13078,53666,28067,1
13078,53663,28054,1
13074,53656,28038,1
13066,53645,28018,1
13058,53637,27999,1
13051,53633,27984,1
13043,53627,27969,1
13034,53613,27949,1
13028,53597,27924,1
13020,53580,27898,1
13004,53560,27868,1
12984,53539,27835,1
12965,53523,27804,1
12951,53515,27780,1
12939,53509,27760,1
12931,53505,27742,1
12929,53504,27724,1
12929,53502,27706,1
12926,53495,27688,1
12917,53485,27667,1
12907,53476,27645,1
12899,53468,27627,1
12889,53461,27612,1
12877,53455,27594,1
12868,53453,27578,1
12860,53456,27566,1
12848,53455,27553,1
12830,53446,27533,1
12811,53434,27507,1
12795,53421,27482,1
12783,53412,27458,1
12778,53407,27439,1
12781,53409,27432,1
12793,53417,27440,1
12810,53429,27458,1
12835,53447,27483,1
12871,53473,27522,1
12914,53504,27579,1
12963,53541,27648,1
13017,53584,27727,1
13078,53633,27818,1
13145,53687,27924,1
13216,53742,28037,1
13293,53800,28154,1
13374,53859,28275,1
13453,53915,28396,1
13529,53964,28510,1
13599,54007,28616,1
13663,54047,28718,1
13720,54085,28815,1
13770,54120,28900,1
13817,54154,28974,1
13862,54189,29041,1
13902,54220,29097,1
13937,54245,29140,1
13966,54265,29174,1
13989,54284,29205,1
14007,54300,29234,1
14025,54317,29261,1
14045,54335,29291,1
14066,54353,29323,1
14083,54369,29352,1
14100,54383,29378,1
14117,54398,29403,1
14132,54413,29433,1
14142,54425,29464,1
14153,54438,29496,1
14168,54455,29529,1
14186,54477,29570,1
14206,54498,29614,1
14226,54516,29654,1
14244,54533,29691,1
14256,54548,29721,1
14260,54558,29745,1
14261,54564,29764,1
14264,54571,29782,1
14273,54580,29801,1
14286,54588,29820,1
14304,54597,29839,1
14322,54608,29859,1
14337,54618,29875,1
14342,54624,29885,1
14344,54627,29890,1
14346,54632,29895,1
14344,54635,29899,1
14342,54637,29899,1
14342,54637,29899,1
14343,54636,29899,1
14346,54633,29903,1
14350,54631,29910,1
14360,54635,29921,1
14372,54644,29937,1
14384,54657,29952,1
14393,54669,29960,1
14400,54678,29963,1
14408,54687,29967,1
14416,54694,29975,1
14423,54697,29981,1
14429,54699,29986,1
14435,54702,29993,1
14439,54705,29999,1
14438,54705,29999,1
14432,54703,29993,1
14422,54700,29986,1
14413,54695,29979,1
14405,54688,29971,1
14398,54682,29966,1
14394,54678,29963,1
14388,54671,29960,1
14380,54660,29953,1
14371,54650,29942,1
14360,54642,29930,1
14349,54634,29913,1
14338,54624,29891,1
14327,54613,29866,1
14311,54597,29837,1
14293,54579,29805,1
14277,54561,29771,1
14264,54544,29740,1
14249,54530,29716,1
14234,54518,29693,1
14222,54508,29672,1
14212,54498,29652,1
14198,54484,29628,1
14178,54467,29597,1
14153,54452,29566,1
14126,54440,29543,1
14097,54428,29523,1
14070,54416,29501,1
14049,54406,29481,1
14032,54397,29464,1
14015,54386,29447,1
13999,54375,29427,1
13983,54364,29404,1
13967,54352,29383,1
13950,54342,29363,1
13934,54333,29340,1
13921,54326,29315,1
13912,54320,29296,1
13901,54310,29280,1
13890,54297,29264,1
13878,54287,29248,1
13865,54282,29237,1
13854,54278,29226,1
13843,54275,29211,1
13832,54275,29193,1
13819,54273,29173,1
13803,54265,29152,1
13785,54254,29127,1
13768,54239,29102,1
13750,54223,29078,1
13733,54206,29054,1
13718,54191,29031,1
13704,54179,29008,1
13688,54168,28986,1
13668,54156,28961,1
13650,54144,28929,1
13635,54135,28895,1
13619,54124,28860,1
13602,54110,28826,1
13587,54095,28791,1
13573,54081,28758,1
13556,54065,28724,1
13536,54044,28689,1
13515,54023,28656,1
13491,54004,28624,1
13464,53985,28591,1
13440,53966,28556,1
13423,53950,28524,1
13412,53938,28502,1
13403,53929,28488,1
13393,53918,28476,1
13385,53908,28471,1
13382,53903,28482,1
13385,53904,28512,1
13397,53915,28559,1
13421,53939,28621,1
13458,53974,28703,1
13501,54015,28796,1
13550,54060,28895,1
13607,54111,29000,1
13670,54168,29112,1
13731,54226,29221,1
13789,54279,29321,1
13844,54328,29414,1
13894,54371,29501,1
13934,54404,29577,1
13967,54427,29641,1
13992,54446,29700,1
14010,54462,29756,1
14022,54479,29809,1
14031,54495,29858,1
14042,54512,29905,1
14054,54533,29949,1
14066,54558,29985,1
14077,54585,30016,1
14084,54610,30044,1
14085,54629,30067,1
14081,54642,30084,1
14076,54651,30100,1
14074,54660,30121,1
14074,54669,30147,1
14078,54679,30177,1
14087,54693,30207,1
14100,54710,30240,1
14113,54728,30279,1
14124,54748,30318,1
14136,54768,30352,1
14147,54785,30381,1
14155,54795,30400,1
14157,54795,30411,1
14157,54789,30417,1
14156,54785,30425,1
14151,54782,30435,1
14143,54780,30445,1
14137,54781,30451,1
14132,54786,30460,1
14127,54790,30467,1
14121,54789,30471,1
14115,54786,30472,1
14106,54780,30472,1
14090,54770,30467,1
14070,54754,30452,1
14046,54738,30432,1
14020,54723,30412,1
13992,54709,30394,1
13966,54698,30378,1
13944,54693,30366,1
13926,54691,30362,1
13910,54688,30359,1
13895,54686,30355,1
13882,54681,30351,1
13870,54675,30345,1
13858,54667,30338,1
13845,54656,30331,1
13832,54650,30330,1
13817,54649,30333,1
13800,54651,30332,1
13783,54654,30330,1
13766,54659,30330,1
13750,54663,30333,1
13734,54664,30333,1
13721,54666,30331,1
13710,54669,30332,1
13696,54671,30332,1
13679,54671,30326,1
13659,54669,30315,1
13634,54665,30302,1
13598,54655,30286,1
13558,54637,30267,1
13516,54618,30247,1
13472,54599,30229,1
13423,54580,30208,1
13374,54562,30183,1
13331,54550,30160,1
13294,54542,30142,1
13258,54533,30126,1
13220,54523,30110,1
13179,54511,30092,1
13135,54496,30069,1
13090,54477,30041,1
13045,54455,30007,1
13001,54435,29973,1
12962,54416,29944,1
12927,54397,29919,1
12895,54377,29895,1
12865,54358,29870,1
12835,54340,29847,1
12804,54323,29821,1
12776,54309,29791,1
12751,54298,29758,1
12723,54286,29724,1
12690,54270,29689,1
12654,54251,29651,1
12618,54228,29614,1
12580,54203,29576,1
12543,54178,29538,1
12507,54155,29500,1
12473,54136,29465,1
12440,54118,29430,1
12411,54102,29394,1
12385,54086,29358,1
12358,54072,29320,1
12325,54058,29280,1
12292,54043,29239,1
12263,54024,29196,1
12234,54003,29151,1
12205,53984,29105,1
12177,53967,29060,1
12152,53949,29019,1
12131,53932,28985,1
12109,53917,28957,1
12086,53901,28928,1
12065,53885,28899,1
12044,53868,28870,1
12018,53846,28838,1
11987,53821,28801,1
11953,53795,28765,1
11920,53774,28734,1
11885,53757,28703,1
11849,53745,28672,1
11818,53738,28643,1
11792,53732,28618,1
11769,53725,28593,1
11752,53717,28568,1
11741,53710,28547,1
11732,53702,28535,1
11721,53696,28531,1
11714,53695,28541,1
11714,53701,28565,1
11722,53715,28602,1
11736,53738,28648,1
11762,53769,28704,1
11800,53807,28774,1
11845,53849,28859,1
11893,53892,28948,1
11942,53933,29035,1
11992,53975,29119,1
12040,54015,29198,1
12082,54049,29267,1
12117,54078,29327,1
12145,54104,29383,1
12165,54126,29431,1
12179,54142,29465,1
12189,54152,29492,1
12197,54162,29515,1
12204,54174,29536,1
12212,54185,29551,1
12218,54188,29555,1
12220,54181,29550,1
12219,54167,29539,1
12214,54152,29523,1
12206,54140,29508,1
12197,54131,29497,1
12187,54123,29490,1
12177,54116,29484,1
12173,54113,29483,1
12170,54112,29483,1
12166,54111,29482,1
12164,54108,29479,1
12165,54106,29481,1
12165,54104,29484,1
12162,54100,29488,1
12156,54093,29490,1
12151,54087,29496,1
12147,54087,29504,1
12143,54092,29510,1
12140,54096,29511,1
12134,54100,29508,1
12123,54099,29499,1
12108,54092,29481,1
12089,54079,29456,1
12072,54065,29432,1
12055,54053,29412,1
12037,54043,29395,1
12022,54037,29384,1
12010,54034,29376,1
12000,54034,29372,1
11991,54033,29367,1
11987,54034,29362,1
11984,54036,29359,1
11977,54034,29356,1
11967,54029,29350,1
11957,54023,29344,1
11949,54022,29341,1
11944,54024,29342,1
11943,54027,29342,1
11947,54032,29340,1
11954,54035,29334,1
11960,54032,29326,1
11961,54024,29315,1
11958,54015,29303,1
11949,54004,29291,1
11936,53994,29277,1
11923,53986,29263,1
11911,53978,29251,1
11898,53970,29244,1
11886,53963,29237,1
11878,53959,29226,1
11871,53954,29209,1
11863,53948,29187,1
11851,53939,29160,1
11833,53925,29127,1
11809,53908,29094,1
11783,53891,29064,1
11761,53878,29038,1
11747,53870,29014,1
11737,53865,28991,1
11727,53857,28967,1
11713,53844,28939,1
11699,53830,28907,1
11683,53819,28874,1
11664,53809,28844,1
11642,53798,28815,1
11619,53788,28787,1
11598,53779,28761,1
11577,53769,28738,1
11557,53758,28713,1
11543,53747,28685,1
11535,53737,28659,1
11527,53726,28634,1
11517,53711,28605,1
11504,53695,28575,1
11488,53680,28547,1
11465,53663,28521,1
11437,53643,28491,1
11407,53621,28460,1
11379,53602,28433,1
11354,53586,28407,1
11331,53569,28377,1
11309,53552,28344,1
11283,53532,28310,1
11251,53510,28272,1
11219,53488,28232,1
11191,53467,28190,1
11166,53449,28151,1
11143,53431,28115,1
11127,53415,28080,1
11117,53400,28047,1
11110,53384,28015,1
11102,53365,27984,1
11094,53345,27952,1
11084,53326,27921,1
11070,53307,27888,1
11053,53287,27851,1
11036,53270,27813,1
11018,53257,27779,1
10997,53245,27747,1
10973,53232,27714,1
10948,53218,27678,1
10923,53204,27645,1
10896,53187,27617,1
10873,53171,27593,1
10859,53160,27576,1
10854,53155,27572,1
10859,53158,27582,1
10870,53166,27604,1
10888,53182,27638,1
10912,53204,27683,1
10940,53230,27735,1
10972,53257,27793,1
11006,53289,27862,1
11043,53327,27941,1
11082,53365,28025,1
11125,53399,28110,1
11167,53430,28192,1
11207,53458,28270,1
11243,53484,28343,1
11275,53504,28404,1
11305,53520,28454,1
11328,53537,28498,1
11341,53552,28534,1
11346,53566,28563,1
11351,53580,28586,1
11356,53594,28603,1
11362,53603,28613,1
11365,53606,28614,1
11365,53606,28610,1
11359,53605,28604,1
11350,53602,28594,1
11343,53594,28580,1
11341,53587,28569,1
11342,53586,28566,1
11346,53586,28567,1
11352,53587,28570,1
11360,53590,28576,1
11365,53591,28582,1
11364,53590,28586,1
11360,53590,28590,1
11361,53596,28602,1
11366,53604,28618,1
11372,53611,28634,1
11381,53618,28649,1
11394,53625,28666,1
11407,53630,28680,1
11414,53629,28684,1
11417,53625,28680,1
11418,53620,28673,1
11416,53616,28661,1
