green_channel,red_channel,ir_channel
28154,52899,20966
27967,52741,20720
27784,52586,20477
27606,52437,20239
27431,52295,20005
27261,52157,19779
27099,52024,19562
26945,51895,19352
26796,51770,19152
26653,51646,18962
26515,51527,18780
26387,51418,18609
26268,51318,18449
26158,51224,18299
26053,51135,18158
25951,51053,18026
25853,50975,17899
25759,50900,17775
25669,50829,17656
25585,50761,17543
25507,50698,17437
25433,50640,17336
25361,50585,17240
25294,50534,17151
25232,50484,17068
25173,50435,16990
25117,50391,16914
25066,50350,16842
25017,50311,16774
24966,50273,16709
24912,50233,16641
24855,50190,16567
24796,50143,16490
24737,50096,16413
24683,50049,16334
24632,50002,16252
24580,49954,16169
24526,49905,16086
24471,49855,16004
24414,49803,15923
24353,49749,15844
24289,49693,15765
24223,49637,15681
24157,49582,15595
24091,49530,15507
24023,49481,15418
23953,49434,15328
23883,49388,15239
23816,49341,15155
23753,49295,15079
23701,49255,15013
23668,49230,14968
23663,49229,14963
23699,49259,15013
23792,49338,15136
23955,49477,15353
24199,49684,15677
24528,49962,16108
24939,50308,16642
25419,50712,17265
25951,51160,17956
26517,51636,18691
27098,52124,19444
27675,52609,20191
28234,53076,20918
28763,53517,21610
29252,53924,22253
29691,54293,22839
30077,54617,23364
30413,54898,23823
30701,55138,24215
30938,55338,24542
31125,55496,24803
31265,55615,24999
31365,55695,25136
31425,55739,25218
31444,55750,25248
31425,55730,25225
31372,55682,25154
31289,55608,25041
31177,55511,24892
31040,55391,24707
30878,55248,24488
30690,55083,24237
30476,54897,23956
30239,54695,23649
29985,54482,23322
29717,54257,22980
29436,54020,22625
29147,53774,22257
28853,53523,21879
28554,53266,21493
28246,53003,21099
27932,52740,20695
27614,52476,20286
27295,52212,19875
26981,51952,19465
26677,51705,19066
26389,51471,18688
26122,51251,18338
25883,51053,18023
25674,50882,17750
25501,50741,17525
25369,50635,17357
25285,50570,17249
25252,50549,17206
25271,50571,17229
25341,50634,17316
25457,50735,17461
25616,50871,17662
25811,51038,17914
26034,51228,18209
26281,51436,18534
26542,51656,18875
26806,51879,19225
27066,52099,19573
27319,52311,19904
27558,52507,20213
27779,52685,20497
27976,52842,20750
28147,52979,20972
28289,53093,21157
28398,53182,21303
28473,53241,21406
28517,53274,21466
28533,53286,21486
28526,53279,21475
28500,53254,21435
28450,53210,21366
28377,53149,21272
28282,53072,21155
28171,52983,21016
28047,52881,20857
27913,52769,20682
27766,52647,20495
27609,52517,20295
27443,52383,20083
27272,52243,19859
27096,52095,19625
26915,51941,19387
26730,51783,19148
26546,51626,18910
26363,51471,18670
26185,51320,18431
26011,51177,18198
25843,51043,17972
25682,50916,17755
25529,50795,17551
25384,50681,17355
25245,50573,17169
25113,50471,16997
24988,50373,16839
24871,50283,16692
24765,50199,16556
24667,50119,16425
24577,50042,16296
24490,49968,16168
24406,49898,16046
24324,49830,15933
24247,49765,15831
24175,49706,15739
24111,49651,15654
24049,49600,15575
23989,49552,15499
23934,49506,15423
23883,49461,15348
23831,49415,15276
23779,49371,15206
23728,49326,15137
23674,49282,15066
23619,49238,14995
23563,49195,14924
23506,49150,14852
23446,49102,14776
23386,49052,14698
23328,49005,14617
23269,48957,14538
23207,48909,14462
23146,48863,14387
23087,48821,14313
23030,48781,14240
22978,48744,14172
22936,48714,14113
22910,48696,14070
22904,48693,14054
22925,48709,14075
22983,48756,14148
23092,48846,14292
23266,48995,14524
23513,49210,14857
23842,49496,15295
24253,49846,15837
24735,50252,16475
25271,50702,17187
25845,51181,17942
26436,51674,18718
27026,52166,19494
27600,52641,20252
28146,53090,20974
28658,53505,21647
29127,53883,22262
29543,54223,22811
29908,54523,23293
30224,54783,23710
30491,55005,24064
30707,55188,24356
30876,55332,24586
31000,55437,24758
31080,55502,24876
31120,55529,24941
31123,55523,24955
31092,55489,24922
31028,55428,24844
30935,55342,24725
30817,55231,24569
30673,55096,24374
30502,54939,24145
30305,54763,23887
30088,54573,23602
29856,54371,23294
29608,54160,22968
29347,53942,22629
29077,53717,22274
28800,53485,21906
28513,53248,21528
28219,53004,21140
27921,52754,20743
27616,52500,20342
27307,52243,19939
26995,51986,19536
26687,51730,19136
26386,51480,18745
26099,51240,18371
25833,51015,18021
25595,50813,17706
25393,50640,17437
25230,50500,17221
25113,50401,17064
25048,50346,16971
25037,50337,16949
25078,50374,16999
25170,50456,17116
25311,50582,17295
25492,50745,17527
25704,50936,17803
25942,51147,18110
26197,51368,18439
26458,51589,18779
26715,51809,19120
26964,52023,19450
27200,52225,19762
27419,52408,20050
27616,52568,20309
27789,52706,20537
27937,52819,20730
28056,52910,20887
28145,52982,21006
28209,53035,21089
28248,53064,21135
28261,53068,21146
28251,53052,21123
28222,53020,21071
28173,52974,20996
28103,52911,20903
28014,52836,20791
27913,52750,20662
27802,52656,20515
27676,52549,20352
27536,52433,20172
27385,52309,19975
27224,52175,19764
27055,52031,19541
26881,51881,19309
26704,51729,19070
26524,51575,18831
26342,51423,18593
26161,51273,18358
25985,51126,18124
25815,50984,17896
25651,50847,17677
25494,50715,17470
25346,50590,17272
25206,50472,17080
25072,50361,16897
24945,50253,16723
24825,50152,16558
24711,50059,16405
24600,49972,16261
24496,49891,16124
24399,49817,15995
24307,49748,15874
24219,49682,15759
24139,49619,15650
24064,49559,15548
23993,49500,15454
23925,49444,15365
23860,49390,15281
23798,49340,15200
23738,49294,15123
23681,49249,15046
23626,49205,14969
23576,49162,14893
23528,49120,14820
23480,49082,14751
23435,49045,14686
23391,49007,14622
23345,48972,14559
23296,48936,14498
23248,48898,14436
23200,48858,14372
23151,48816,14307
23100,48771,14242
23050,48727,14178
23000,48686,14117
22955,48653,14068
22925,48634,14040
22920,48634,14043
22953,48666,14091
23035,48742,14199
23183,48871,14388
23411,49066,14680
23723,49332,15088
24120,49671,15613
24600,50077,16247
25151,50540,16969
25753,51042,17752
26383,51568,18572
27022,52100,19403
27652,52622,20223
28255,53119,21012
28819,53581,21754
29340,54007,22440
29815,54398,23069
30239,54752,23636
30609,55066,24139
30927,55339,24576
31200,55570,24951
31430,55759,25267
31617,55908,25522
31762,56023,25717
31864,56105,25858
31927,56155,25950
31953,56177,25994
31946,56172,25991
31908,56143,25946
31839,56089,25862
31743,56009,25737
31625,55904,25573
31485,55776,25379
31325,55628,25161
31145,55463,24921
30949,55287,24663
30742,55104,24390
30525,54918,24106
30301,54728,23815
30073,54533,23520
29844,54332,23218
29610,54126,22909
29374,53919,22597
29138,53715,22286
28903,53514,21978
28668,53314,21670
28435,53115,21363
28209,52922,21058
27993,52737,20764
27787,52563,20489
27601,52408,20241
27443,52277,20033
27318,52173,19869
27231,52102,19754
27188,52066,19692
27190,52064,19683
27233,52098,19730
27311,52166,19825
27420,52263,19961
27557,52384,20131
27710,52519,20332
27877,52667,20554
28055,52826,20792
28241,52991,21040
28431,53155,21292
28617,53316,21541
28798,53471,21781
28968,53613,22007
29123,53740,22211
29260,53849,22393
29380,53941,22548
29482,54019,22676
29561,54080,22778
29619,54123,22852
29657,54151,22899
29679,54164,22925
29683,54164,22930
29667,54151,22911
29631,54123,22867
29578,54082,22803
29509,54027,22718
29427,53960,22615
29336,53882,22495
29237,53794,22361
29130,53699,22214
29014,53598,22054
28891,53491,21884
28760,53377,21707
28619,53258,21523
28471,53136,21331
28320,53011,21133
28166,52885,20933
28011,52755,20734
27860,52627,20534
27713,52502,20337
27571,52379,20145
27432,52259,19960
27298,52148,19783
27172,52045,19614
27056,51946,19454
26948,51849,19303
26846,51759,19158
26746,51676,19019
26647,51597,18888
26550,51520,18763
26458,51444,18642
26373,51371,18526
26293,51303,18414
26219,51241,18308
26150,51186,18208
26085,51135,18114
26020,51085,18025
25955,51037,17940
25891,50988,17856
25826,50936,17770
25759,50879,17680
25690,50820,17590
25622,50762,17501
25558,50706,17415
25494,50652,17333
25431,50600,17251
25370,50551,17171
25312,50504,17094
25256,50459,17024
25205,50416,16964
25162,50378,16912
25127,50346,16867
25100,50323,16831
25084,50312,16807
25084,50316,16805
25106,50338,16836
25159,50388,16911
25259,50477,17044
25418,50616,17252
25646,50812,17550
25948,51069,17946
26325,51385,18438
26765,51754,19014
27257,52166,19655
27782,52610,20343
28326,53067,21059
28874,53527,21783
29414,53984,22501
29934,54425,23195
30429,54842,23857
30893,55233,24480
31322,55593,25060
31711,55922,25589
32062,56217,26062
32373,56475,26478
32643,56696,26838
32873,56883,27143
33068,57038,27392
33227,57160,27587
33347,57247,27732
33426,57302,27829
33470,57328,27879
33483,57325,27886
33463,57296,27852
33413,57244,27780
33337,57171,27671
33236,57080,27529
33109,56969,27362
32960,56842,27171
32795,56702,26956
32618,56550,26722
32428,56391,26477
32229,56227,26224
32027,56060,25968
31826,55892,25711
31626,55723,25453
31426,55555,25195
31227,55385,24936
31028,55209,24674
30826,55029,24411
30622,54846,24144
30418,54664,23876
30216,54487,23614
30021,54321,23364
29839,54173,23135
29680,54043,22934
29549,53936,22767
29447,53853,22638
29377,53800,22545
29339,53774,22491
29331,53775,22479
29352,53803,22508
29404,53857,22575
29484,53933,22675
29586,54026,22805
29707,54132,22957
29842,54247,23127
29987,54370,23309
30135,54496,23500
30283,54620,23693
30427,54740,23881
30565,54854,24057
30692,54956,24218
30806,55045,24365
30905,55123,24498
30988,55189,24616
31054,55241,24711
31103,55280,24783
31135,55308,24833
31151,55325,24863
31152,55328,24872
31139,55318,24860
31117,55297,24826
31084,55265,24773
31035,55222,24701
30971,55168,24612
30894,55103,24505
30804,55025,24384
30703,54936,24251
30596,54840,24107
30483,54741,23953
30363,54640,23794
30234,54534,23630
30100,54424,23461
29966,54313,23287
29832,54199,23109
29699,54082,22930
29568,53967,22750
29437,53854,22570
29305,53744,22392
29176,53638,22219
29052,53534,22050
28931,53432,21885
28814,53333,21723
28701,53236,21568
28594,53143,21421
28491,53053,21284
28391,52967,21154
28292,52884,21029
28198,52805,20908
28110,52733,20791
28028,52668,20677
27948,52608,20567
27871,52552,20462
27801,52493,20362
27735,52433,20265
27671,52374,20170
27609,52316,20078
27549,52259,19990
27487,52201,19904
27423,52146,19818
27360,52096,19734
27299,52048,19653
27239,52003,19577
27182,51960,19503
27125,51915,19432
27069,51869,19361
27011,51823,19292
26955,51776,19221
26900,51731,19148
26845,51687,19077
26795,51647,19011
26751,51610,18952
26716,51577,18900
26685,51549,18857
26658,51529,18826
26644,51519,18812
26648,51528,18822
26680,51560,18870
26751,51626,18973
26875,51739,19143
27060,51904,19391
27310,52122,19726
27625,52394,20146
28002,52716,20645
28431,53080,21212
28897,53476,21829
29387,53894,22477
29888,54323,23140
30392,54751,23806
30884,55167,24459
31358,55565,25086
31807,55937,25678
32223,56280,26232
32599,56591,26743
32938,56873,27211
33242,57125,27629
33508,57348,27994
33738,57540,28309
33930,57701,28573
34087,57830,28787
34208,57928,28948
34292,57994,29056
34341,58030,29114
34359,58041,29126
34347,58027,29096
34305,57989,29030
34237,57929,28934
34143,57850,28806
34025,57752,28650
33887,57636,28470
33733,57503,28268
33567,57358,28051
33391,57203,27824
33206,57042,27588
33015,56878,27344
32820,56713,27095
32621,56544,26842
32420,56372,26587
32218,56198,26330
32017,56022,26074
31815,55844,25817
31613,55670,25557
31415,55502,25300
31226,55342,25049
31049,55192,24813
30889,55057,24598
30748,54939,24410
30630,54838,24251
30537,54757,24122
30470,54701,24032
30430,54672,23979
30416,54664,23964
30427,54677,23984
30465,54711,24038
30531,54769,24124
30622,54848,24239
30728,54939,24374
30844,55039,24524
30969,55145,24685
31097,55255,24853
31222,55363,25025
31341,55470,25193
31455,55575,25352
31561,55674,25502
31658,55764,25639
31746,55841,25758
31824,55904,25855
31891,55953,25933
31942,55990,25993
31977,56016,26034
31998,56031,26056
32005,56031,26058
31997,56016,26041
31975,55988,26004
31940,55949,25948
31889,55898,25876
31822,55835,25786
31742,55762,25681
31651,55679,25561
31549,55589,25426
31436,55492,25279
31317,55390,25125
31194,55284,24964
31067,55176,24798
30937,55065,24626
30804,54953,24448
30670,54842,24269
30533,54731,24094
30396,54618,23921
30261,54505,23748
30128,54394,23579
29998,54285,23414
29869,54174,23250
29744,54063,23083
29622,53955,22918
29503,53855,22759
29391,53764,22609
29285,53681,22466
29188,53602,22331
29099,53531,22207
29016,53466,22091
28939,53407,21983
28870,53352,21881
28802,53297,21784
28736,53243,21694
28674,53195,21612
28617,53148,21532
28561,53097,21448
28505,53043,21362
28447,52987,21278
28387,52931,21194
28328,52877,21110
28275,52826,21028
28226,52779,20951
28178,52734,20879
28131,52691,20811
28085,52648,20742
28037,52608,20672
27985,52569,20602
27930,52529,20534
27875,52487,20468
27822,52444,20403
27770,52398,20336
27717,52353,20268
27665,52306,20198
27615,52260,20128
27563,52213,20061
27512,52166,19996
27463,52121,19936
27416,52082,19880
27372,52049,19831
27334,52022,19789
27306,52004,19760
27296,52000,19749
27311,52018,19769
27363,52073,19835
27465,52172,19963
27622,52315,20165
27837,52507,20447
28112,52752,20811
28444,53048,21255
28824,53384,21767
29240,53749,22332
29684,54137,22934
30144,54537,23558
30608,54937,24186
31066,55328,24807
31509,55701,25407
31932,56054,25978
32329,56383,26512
32698,56685,27007
33035,56964,27460
33339,57218,27871
33607,57441,28234
33836,57633,28547
34030,57798,28811
34189,57934,29023
34314,58038,29185
34404,58110,29297
34459,58150,29363
34481,58158,29385
34470,58139,29364
34428,58095,29304
34359,58032,29208
34265,57949,29081
34148,57845,28925
34011,57722,28740
33857,57584,28533
33692,57434,28313
33516,57277,28082
33331,57117,27844
33138,56956,27599
32941,56793,27347
32738,56626,27088
32532,56456,26827
32326,56284,26566
32122,56111,26306
31919,55935,26045
31716,55757,25780
31516,55583,25514
31326,55418,25256
31145,55265,25015
30978,55126,24797
30832,55006,24606
30710,54906,24446
30612,54828,24320
30544,54772,24232
30507,54741,24186
30499,54736,24184
30519,54755,24220
30567,54799,24290
30642,54866,24390
30738,54951,24517
30850,55050,24665
30976,55160,24828
31113,55279,25000
31254,55401,25179
31393,55519,25360
31523,55628,25534
31643,55729,25695
31749,55820,25841
31843,55901,25969
31925,55973,26078
31994,56034,26166
32048,56079,26234
32087,56110,26283
32112,56129,26313
32124,56137,26327
32122,56133,26327
32104,56113,26307
32072,56081,26265
32024,56038,26203
31960,55985,26122
31887,55922,26024
31808,55851,25915
31723,55773,25795
31626,55689,25667
31522,55598,25530
31415,55502,25387
31305,55401,25239
31188,55296,25085
31063,55189,24923
30935,55081,24758
30805,54973,24589
30673,54863,24417
30540,54755,24245
30411,54652,24074
30285,54554,23904
30159,54456,23736
30035,54358,23570
29914,54260,23408
29798,54162,23252
29685,54064,23102
29578,53968,22959
29477,53875,22822
29379,53786,22687
29283,53700,22553
29194,53619,22424
29112,53544,22306
29033,53473,22197
28955,53405,22096
28881,53341,22004
28813,53283,21916
28752,53231,21830
28695,53185,21745
28642,53141,21660
28591,53098,21580
28543,53059,21510
28494,53021,21443
28441,52983,21374
28389,52943,21305
28338,52902,21239
28288,52861,21176
28240,52819,21116
28194,52777,21056
28150,52736,20996
28108,52697,20936
28067,52660,20875
28026,52627,20813
27983,52594,20750
27939,52560,20686
27892,52522,20620
27841,52482,20552
27786,52439,20482
27727,52395,20409
27669,52350,20335
27614,52304,20257
27558,52257,20178
27502,52211,20102
27449,52168,20027
27399,52129,19955
27350,52091,19887
27303,52057,19831
27264,52032,19792
27243,52022,19775
27251,52035,19791
27301,52082,19853
27402,52172,19975
27563,52310,20174
27784,52499,20458
28065,52740,20825
28402,53031,21267
28786,53364,21774
29207,53725,22329
29650,54101,22914
30102,54483,23515
30551,54866,24121
30989,55241,24718
31408,55601,25292
31803,55939,25835
32172,56252,26343
32513,56540,26809
32824,56801,27231
33100,57034,27604
33338,57233,27925
33539,57396,28192
33702,57526,28404
33827,57626,28566
33914,57697,28680
33968,57739,28750
33991,57752,28776
33984,57740,28759
33945,57704,28702
33877,57644,28607
33784,57561,28479
33671,57458,28319
33538,57337,28132
33385,57201,27921
33215,57049,27690
33031,56887,27444
32838,56718,27187
32637,56543,26923
32428,56363,26648
32209,56178,26364
31983,55987,26073
31752,55792,25776
31516,55593,25472
31274,55391,25164
31026,55186,24854
30781,54981,24545
30542,54782,24240
30317,54594,23950
30114,54422,23681
29941,54274,23441
29801,54154,23238
29692,54060,23076
29613,53994,22957
29569,53957,22884
29561,53949,22858
29581,53970,22880
29629,54019,22947
29706,54092,23056
29810,54183,23200
29935,54292,23371
30075,54417,23561
30227,54551,23764
30386,54689,23973
30545,54825,24181
30696,54954,24381
30839,55073,24569
30968,55183,24742
31082,55283,24896
31183,55369,25029
31272,55440,25142
31345,55499,25235
31399,55547,25307
31435,55579,25356
31453,55595,25379
31450,55591,25378
31428,55572,25353
31391,55541,25307
31342,55499,25240
31281,55445,25157
31203,55377,25057
31114,55299,24941
31016,55214,24811
30909,55121,24668
30792,55022,24514
30667,54918,24350
30539,54810,24178
30403,54696,23999
30263,54576,23814
30121,54452,23623
29979,54327,23425
29834,54200,23223
