green_channel,red_channel,ir_channel,Anomaly_ch0,Anomaly_ch1,Anomaly_ch2
22677,19952,34499,0,0,0
22654,19939,34474,0,0,0
22621,19923,34443,0,0,0
22590,19901,34400,0,0,0
22566,19883,34362,0,0,0
22536,19868,34331,0,0,0
22490,19843,34289,0,0,0
22447,19810,34235,0,0,0
22422,19787,34190,0,0,0
22401,19774,34156,0,0,0
22371,19756,34114,0,0,0
22341,19730,34061,0,0,0
22327,19711,34020,0,0,0
22313,19701,33993,0,0,0
22283,19684,33957,0,0,0
22252,19659,33909,0,0,0
22227,19638,33867,0,0,0
22194,19621,33833,0,0,0
22148,19595,33786,0,0,0
22109,19564,33728,0,0,0
22082,19542,33680,0,0,0
22048,19525,33640,0,0,0
22002,19498,33589,0,0,0
21962,19470,33533,0,0,0
21937,19452,33493,0,0,0
21916,19441,33467,0,0,0
21899,19427,33445,0,0,0
21904,19424,33441,0,0,0
21932,19447,33471,0,0,0
21966,19480,33524,0,0,0
22011,19512,33588,0,0,0
22089,19559,33679,0,0,0
22198,19636,33814,0,0,0
22318,19728,33981,0,0,0
22447,19819,34158,0,0,0
22598,19920,34356,0,0,0
22769,20044,34587,0,0,0
22946,20182,34839,0,0,0
23127,20317,35095,0,0,0
23318,20453,35361,0,0,0
23510,20594,35643,0,0,0
23690,20729,35918,0,0,0
23866,20849,36174,0,0,0
24047,20969,36427,0,0,0
24220,21093,36679,0,0,0
24368,21202,36909,0,0,0
24502,21294,37113,0,0,0
24633,21383,37307,0,0,0
24745,21469,37493,0,0,0
24830,21539,37650,0,0,0
24906,21594,37772,0,0,0
24985,21650,37880,0,0,0
25048,21703,37980,0,0,0
25084,21736,38053,0,0,0
25108,21749,38097,0,0,0
25132,21759,38134,0,0,0
25145,21769,38166,0,0,0
25140,21766,38175,0,0,0
25131,21751,38163,0,0,0
25123,21736,38152,0,0,0
25107,21722,38140,0,0,0
25080,21699,38110,0,0,0
25053,21671,38066,0,0,0
25030,21653,38029,0,0,0
24997,21641,37996,0,0,0
24953,21616,37948,0,0,0
24911,21584,37893,0,0,0
24874,21558,37849,0,0,0
24831,21536,37807,0,0,0
24785,21505,37754,0,0,0
24753,21477,37704,0,0,0
24730,21464,37672,0,0,0
24700,21451,37644,0,0,0
24666,21423,37602,0,0,0
24647,21396,37559,0,0,0
24642,21383,37532,0,0,0
24628,21373,37507,0,0,0
24603,21354,37469,0,0,0
24583,21333,37430,0,0,0
24562,21319,37402,0,0,0
24530,21302,37369,0,0,0
24491,21271,37320,0,0,0
24458,21241,37273,0,0,0
24425,21219,37240,0,0,0
24383,21194,37199,0,0,0
24342,21163,37145,0,0,0
24318,21145,37101,0,0,0
24299,21139,37073,0,0,0
24273,21130,37043,0,0,0
24257,21119,37007,0,0,0
24261,21117,36985,0,0,0
24262,21124,36978,0,0,0
24255,21125,36964,0,0,0
24260,21122,36945,0,0,0
24280,21130,36942,0,0,0
24293,21147,36951,0,0,0
24290,21157,36955,0,0,0
24286,21158,36953,0,0,0
24291,21165,36963,0,0,0
24291,21176,36985,0,0,0
24282,21174,36998,0,0,0
24279,21165,37001,0,0,0
24282,21165,37015,0,0,0
24275,21168,37033,0,0,0
24260,21162,37033,0,0,0
24254,21156,37026,0,0,0
24259,21161,37032,0,0,0
24255,21167,37043,0,0,0
24238,21159,37036,0,0,0
24223,21140,37016,0,0,0
24213,21129,37002,0,0,0
24194,21121,36989,0,0,0
24163,21101,36964,0,0,0
24137,21079,36935,0,0,0
24113,21062,36916,0,0,0
24074,21039,36890,0,0,0
24023,21001,36840,0,0,0
23978,20961,36787,0,0,0
23933,20930,36746,0,0,0
23867,20895,36698,0,0,0
23787,20845,36628,0,0,0
23711,20794,36555,0,0,0
23633,20746,36488,0,0,0
23543,20691,36411,0,0,0
23455,20624,36315,0,0,0
23377,20557,36216,0,0,0
23298,20497,36126,0,0,0
23203,20429,36024,0,0,0
23106,20352,35908,0,0,0
23022,20285,35807,0,0,0
22942,20232,35725,0,0,0
22851,20177,35637,0,0,0
22763,20117,35538,0,0,0
22688,20065,35449,0,0,0
22612,20018,35372,0,0,0
22527,19964,35286,0,0,0
22453,19906,35192,0,0,0
22393,19857,35110,0,0,0
22327,19817,35038,0,0,0
22248,19771,34955,0,0,0
22175,19721,34866,0,0,0
22118,19680,34790,0,0,0
22060,19645,34722,0,0,0
21995,19602,34646,0,0,0
21939,19559,34569,0,0,0
21893,19527,34507,0,0,0
21840,19496,34453,0,0,0
21778,19454,34382,0,0,0
21726,19409,34308,0,0,0
21690,19379,34254,0,0,0
21654,19357,34210,0,0,0
21612,19326,34153,0,0,0
21576,19293,34090,0,0,0
21549,19273,34041,0,0,0
21517,19254,33994,0,0,0
21480,19224,33934,0,0,0
21452,19192,33876,0,0,0
21430,19172,33838,0,0,0
21396,19153,33802,0,0,0
21357,19121,33751,0,0,0
21326,19088,33697,0,0,0
21296,19063,33651,0,0,0
21253,19037,33601,0,0,0
21210,19007,33545,0,0,0
21176,18982,33498,0,0,0
21136,18962,33463,0,0,0
21082,18934,33419,0,0,0
21032,18896,33364,0,0,0
21001,18869,33322,0,0,0
20980,18858,33300,0,0,0
20958,18850,33280,0,0,0
20954,18847,33261,0,0,0
20982,18863,33255,0,0,0
21021,18894,33263,0,0,0
21061,18926,33267,0,0,0
21118,18957,33266,0,0,0
21193,18998,33281,0,0,0
21264,19046,33306,0,0,0
21316,19084,33319,0,0,0
21366,19112,33321,0,0,0
21422,19142,33330,0,0,0
21470,19170,33343,0,0,0
21508,19189,33348,0,0,0
21554,19208,33357,0,0,0
21614,19244,33398,0,0,0
21678,19293,33465,0,0,0
21749,19342,33539,0,0,0
21842,19398,33633,0,0,0
21965,19480,33772,0,0,0
22103,19581,33948,0,0,0
22256,19689,34142,0,0,0
22442,19813,34361,0,0,0
22657,19963,34621,0,0,0
22878,20121,34902,0,0,0
23100,20274,35185,0,0,0
23338,20433,35481,0,0,0
23586,20607,35802,0,0,0
23827,20782,36128,0,0,0
24059,20943,36441,0,0,0
24291,21099,36747,0,0,0
24514,21259,37054,0,0,0
24716,21410,37344,0,0,0
24899,21541,37602,0,0,0
25080,21667,37845,0,0,0
25247,21794,38083,0,0,0
25385,21905,38298,0,0,0
25506,21994,38480,0,0,0
25625,22076,38647,0,0,0
25727,22153,38802,0,0,0
25805,22212,38929,0,0,0
25882,22254,39026,0,0,0
25965,22294,39116,0,0,0
26031,22335,39204,0,0,0
26073,22363,39266,0,0,0
26109,22378,39301,0,0,0
26146,22396,39332,0,0,0
26167,22415,39359,0,0,0
26171,22420,39367,0,0,0
26179,22416,39360,0,0,0
26191,22419,39359,0,0,0
26191,22424,39360,0,0,0
26176,22417,39343,0,0,0
26163,22403,39313,0,0,0
26160,22398,39293,0,0,0
26155,22396,39278,0,0,0
26143,22385,39254,0,0,0
26141,22375,39233,0,0,0
26147,22380,39230,0,0,0
26141,22386,39230,0,0,0
26122,22376,39212,0,0,0
26112,22360,39188,0,0,0
26115,22356,39179,0,0,0
26110,22357,39172,0,0,0
26092,22348,39147,0,0,0
26081,22339,39117,0,0,0
26073,22339,39100,0,0,0
26049,22333,39080,0,0,0
26019,22309,39040,0,0,0
25998,22284,38997,0,0,0
25983,22270,38972,0,0,0
25954,22254,38944,0,0,0
25920,22227,38899,0,0,0
25894,22199,38852,0,0,0
25868,22179,38817,0,0,0
25836,22159,38780,0,0,0
25806,22137,38734,0,0,0
25791,22125,38698,0,0,0
25777,22125,38682,0,0,0
25756,22122,38664,0,0,0
25737,22110,38634,0,0,0
25733,22105,38616,0,0,0
25734,22110,38616,0,0,0
25730,22112,38615,0,0,0
25736,22109,38609,0,0,0
25761,22116,38617,0,0,0
25788,22132,38640,0,0,0
25807,22144,38658,0,0,0
25834,22155,38670,0,0,0
25871,22177,38696,0,0,0
25899,22205,38732,0,0,0
25913,22224,38761,0,0,0
25929,22234,38782,0,0,0
25951,22247,38809,0,0,0
25961,22257,38831,0,0,0
25959,22253,38834,0,0,0
25963,22245,38828,0,0,0
25975,22248,38836,0,0,0
25976,22256,38848,0,0,0
25962,22250,38840,0,0,0
25949,22236,38822,0,0,0
25942,22232,38818,0,0,0
25930,22232,38818,0,0,0
25909,22221,38802,0,0,0
25892,22205,38778,0,0,0
25874,22197,38764,0,0,0
25842,22187,38746,0,0,0
25802,22165,38706,0,0,0
25772,22145,38661,0,0,0
25745,22135,38627,0,0,0
25705,22119,38586,0,0,0
25658,22089,38525,0,0,0
25616,22054,38460,0,0,0
25573,22024,38401,0,0,0
25521,21989,38336,0,0,0
25466,21944,38258,0,0,0
25416,21900,38182,0,0,0
25358,21865,38120,0,0,0
25287,21826,38051,0,0,0
25221,21780,37970,0,0,0
25171,21745,37897,0,0,0
25119,21720,37837,0,0,0
25049,21684,37765,0,0,0
24976,21631,37675,0,0,0
24914,21582,37592,0,0,0
24847,21540,37521,0,0,0
24768,21491,37445,0,0,0
24696,21439,37361,0,0,0
24637,21394,37287,0,0,0
24571,21352,37222,0,0,0
24497,21302,37148,0,0,0
24435,21252,37068,0,0,0
24392,21215,37001,0,0,0
24349,21187,36942,0,0,0
24303,21152,36874,0,0,0
24262,21117,36803,0,0,0
24227,21091,36745,0,0,0
24182,21070,36692,0,0,0
24131,21041,36629,0,0,0
24092,21016,36568,0,0,0
24065,21004,36525,0,0,0
24032,20993,36484,0,0,0
23989,20964,36427,0,0,0
23955,20930,36364,0,0,0
23936,20911,36318,0,0,0
23912,20896,36278,0,0,0
23881,20869,36225,0,0,0
23856,20842,36174,0,0,0
23836,20827,36141,0,0,0
23803,20809,36112,0,0,0
23765,20777,36068,0,0,0
23738,20746,36026,0,0,0
23720,20732,35999,0,0,0
23689,20719,35969,0,0,0
23653,20698,35927,0,0,0
23624,20679,35888,0,0,0
23594,20666,35859,0,0,0
23558,20651,35823,0,0,0
23532,20630,35774,0,0,0
23521,20614,35738,0,0,0
23507,20604,35717,0,0,0
23476,20584,35686,0,0,0
23444,20552,35636,0,0,0
23424,20525,35593,0,0,0
23401,20508,35566,0,0,0
23366,20487,35538,0,0,0
23339,20464,35503,0,0,0
23327,20450,35473,0,0,0
23312,20444,35446,0,0,0
23285,20433,35412,0,0,0
23259,20418,35372,0,0,0
23238,20411,35344,0,0,0
23211,20413,35328,0,0,0
23178,20406,35303,0,0,0
23148,20389,35267,0,0,0
23122,20375,35234,0,0,0
23091,20361,35201,0,0,0
23052,20337,35149,0,0,0
23021,20308,35092,0,0,0
23002,20291,35053,0,0,0
22978,20279,35023,0,0,0
22948,20257,34985,0,0,0
22930,20236,34948,0,0,0
22932,20233,34935,0,0,0
22944,20244,34943,0,0,0
22971,20259,34963,0,0,0
23030,20291,35014,0,0,0
23121,20353,35114,0,0,0
23221,20431,35246,0,0,0
23333,20513,35392,0,0,0
23475,20611,35570,0,0,0
23643,20735,35791,0,0,0
23820,20874,36041,0,0,0
24011,21017,36306,0,0,0
24218,21169,36592,0,0,0
24426,21332,36902,0,0,0
24628,21491,37215,0,0,0
24835,21639,37517,0,0,0
25059,21795,37829,0,0,0
25285,21963,38158,0,0,0
25495,22121,38476,0,0,0
25697,22266,38770,0,0,0
25900,22410,39054,0,0,0
26084,22548,39331,0,0,0
26237,22669,39580,0,0,0
26377,22774,39798,0,0,0
26517,22876,40004,0,0,0
26640,22975,40201,0,0,0
26738,23054,40368,0,0,0
26826,23113,40504,0,0,0
26909,23168,40629,0,0,0
26973,23218,40740,0,0,0
27015,23252,40820,0,0,0
27052,23274,40875,0,0,0
27088,23295,40923,0,0,0
27105,23308,40958,0,0,0
27096,23301,40961,0,0,0
27081,23284,40943,0,0,0
27066,23275,40928,0,0,0
27040,23266,40904,0,0,0
27004,23242,40860,0,0,0
26978,23217,40815,0,0,0
26965,23207,40789,0,0,0
26940,23196,40766,0,0,0
26902,23167,40722,0,0,0
26869,23133,40668,0,0,0
26846,23112,40627,0,0,0
26819,23095,40589,0,0,0
26789,23071,40541,0,0,0
26772,23051,40499,0,0,0
26766,23045,40478,0,0,0
26754,23039,40461,0,0,0
26737,23023,40430,0,0,0
26728,23008,40398,0,0,0
26719,23005,40378,0,0,0
26702,23001,40356,0,0,0
26687,22989,40322,0,0,0
26682,22979,40292,0,0,0
26674,22974,40274,0,0,0
26648,22960,40247,0,0,0
26612,22930,40203,0,0,0
26584,22904,40169,0,0,0
26556,22889,40151,0,0,0
26516,22870,40123,0,0,0
26478,22846,40082,0,0,0
26454,22831,40045,0,0,0
26427,22823,40016,0,0,0
26388,22808,39977,0,0,0
26355,22788,39933,0,0,0
26334,22778,39903,0,0,0
26309,22770,39883,0,0,0
26279,22753,39855,0,0,0
26261,22732,39820,0,0,0
26260,22723,39798,0,0,0
26263,22725,39791,0,0,0
26262,22723,39784,0,0,0
26270,22724,39780,0,0,0
26288,22738,39797,0,0,0
26299,22755,39821,0,0,0
26303,22762,39832,0,0,0
26320,22771,39846,0,0,0
26356,22799,39885,0,0,0
26387,22830,39934,0,0,0
26404,22846,39963,0,0,0
26425,22853,39980,0,0,0
26452,22867,40004,0,0,0
26472,22880,40026,0,0,0
26483,22881,40033,0,0,0
26495,22880,40037,0,0,0
26507,22889,40054,0,0,0
26507,22895,40066,0,0,0
26499,22890,40058,0,0,0
26500,22885,40048,0,0,0
26500,22890,40047,0,0,0
26484,22888,40037,0,0,0
26459,22871,40006,0,0,0
26437,22852,39968,0,0,0
26409,22836,39933,0,0,0
26364,22812,39885,0,0,0
26319,22779,39823,0,0,0
26282,22750,39764,0,0,0
26237,22728,39715,0,0,0
26170,22696,39655,0,0,0
26100,22650,39577,0,0,0
26044,22609,39502,0,0,0
25988,22575,39437,0,0,0
25915,22528,39360,0,0,0
25840,22467,39266,0,0,0
25772,22410,39176,0,0,0
25700,22358,39091,0,0,0
25618,22298,38996,0,0,0
25545,22234,38894,0,0,0
25487,22180,38805,0,0,0
25425,22133,38727,0,0,0
25355,22080,38642,0,0,0
25290,22027,38549,0,0,0
25232,21986,38469,0,0,0
25170,21953,38396,0,0,0
25104,21912,38312,0,0,0
25049,21867,38226,0,0,0
25000,21829,38152,0,0,0
24938,21787,38077,0,0,0
24868,21732,37985,0,0,0
24811,21678,37893,0,0,0
24765,21638,37818,0,0,0
24706,21600,37746,0,0,0
24636,21551,37661,0,0,0
24573,21500,37574,0,0,0
24519,21465,37505,0,0,0
24460,21433,37444,0,0,0
24401,21393,37372,0,0,0
24350,21353,37300,0,0,0
24300,21320,37241,0,0,0
24242,21286,37180,0,0,0
24183,21243,37104,0,0,0
24136,21203,37032,0,0,0
24090,21172,36973,0,0,0
24032,21133,36906,0,0,0
23970,21083,36825,0,0,0
23919,21038,36752,0,0,0
23871,21003,36693,0,0,0
23812,20965,36627,0,0,0
23759,20926,36552,0,0,0
23721,20896,36488,0,0,0
23680,20875,36436,0,0,0
23624,20846,36375,0,0,0
23573,20812,36304,0,0,0
23539,20788,36249,0,0,0
23507,20775,36212,0,0,0
23464,20754,36170,0,0,0
23425,20722,36116,0,0,0
23397,20694,36066,0,0,0
23363,20670,36020,0,0,0
23320,20636,35960,0,0,0
23284,20598,35893,0,0,0
23252,20569,35839,0,0,0
23206,20540,35790,0,0,0
23147,20499,35723,0,0,0
23094,20454,35649,0,0,0
23054,20421,35592,0,0,0
23008,20394,35543,0,0,0
22951,20356,35480,0,0,0
22898,20313,35411,0,0,0
22852,20280,35356,0,0,0
22797,20249,35301,0,0,0
22738,20209,35232,0,0,0
22694,20170,35164,0,0,0
22663,20147,35116,0,0,0
22624,20127,35070,0,0,0
22579,20094,35010,0,0,0
22546,20062,34947,0,0,0
22521,20043,34899,0,0,0
22486,20024,34852,0,0,0
22447,19996,34793,0,0,0
22418,19969,34741,0,0,0
22398,19954,34715,0,0,0
22385,19949,34708,0,0,0
22390,19957,34713,0,0,0
22424,19988,34754,0,0,0
22475,20042,34840,0,0,0
22537,20104,34951,0,0,0
22629,20171,35081,0,0,0
22763,20259,35249,0,0,0
22919,20372,35458,0,0,0
23076,20492,35686,0,0,0
23250,20614,35927,0,0,0
23451,20750,36195,0,0,0
23655,20896,36483,0,0,0
23850,21038,36770,0,0,0
24050,21175,37053,0,0,0
24263,21321,37352,0,0,0
24468,21473,37666,0,0,0
24655,21617,37971,0,0,0
24837,21750,38256,0,0,0
25020,21882,38534,0,0,0
25189,22012,38797,0,0,0
25341,22127,39028,0,0,0
25486,22227,39233,0,0,0
25623,22326,39426,0,0,0
25732,22415,39597,0,0,0
25814,22479,39728,0,0,0
25889,22526,39834,0,0,0
25963,22574,39939,0,0,0
26016,22616,40033,0,0,0
26044,22635,40094,0,0,0
26063,22639,40131,0,0,0
26077,22648,40164,0,0,0
26076,22656,40186,0,0,0
26064,22650,40183,0,0,0
26053,22636,40166,0,0,0
26039,22625,40153,0,0,0
26010,22611,40134,0,0,0
25974,22582,40092,0,0,0
25945,22552,40044,0,0,0
25915,22532,40004,0,0,0
25871,22506,39953,0,0,0
25825,22472,39885,0,0,0
25793,22445,39821,0,0,0
25763,22428,39771,0,0,0
25722,22406,39712,0,0,0
25686,22379,39643,0,0,0
25664,22357,39584,0,0,0
25638,22342,39542,0,0,0
25603,22320,39498,0,0,0
25573,22293,39445,0,0,0
25558,22277,39403,0,0,0
25539,22272,39375,0,0,0
25506,22259,39336,0,0,0
25473,22233,39282,0,0,0
25454,22209,39239,0,0,0
25434,22192,39206,0,0,0
25404,22171,39165,0,0,0
25376,22146,39114,0,0,0
25355,22130,39072,0,0,0
25325,22117,39037,0,0,0
25282,22094,38986,0,0,0
25245,22064,38926,0,0,0
25222,22045,38882,0,0,0
25196,22035,38847,0,0,0
25165,22019,38804,0,0,0
25145,22001,38759,0,0,0
25134,21994,38731,0,0,0
25114,21988,38709,0,0,0
25090,21973,38676,0,0,0
25081,21963,38650,0,0,0
25085,21972,38649,0,0,0
25079,21984,38656,0,0,0
25066,21982,38650,0,0,0
25065,21978,38646,0,0,0
25075,21987,38662,0,0,0
25082,21998,38687,0,0,0
25086,22000,38699,0,0,0
25096,21998,38707,0,0,0
25107,22006,38727,0,0,0
25111,22014,38748,0,0,0
25114,22013,38755,0,0,0
25131,22019,38765,0,0,0
25153,22037,38790,0,0,0
25163,22047,38811,0,0,0
25167,22044,38814,0,0,0
25178,22043,38817,0,0,0
25181,22046,38830,0,0,0
25172,22042,38832,0,0,0
25168,22031,38821,0,0,0
25171,22027,38815,0,0,0
25164,22026,38817,0,0,0
25139,22016,38805,0,0,0
25117,21997,38775,0,0,0
25104,21986,38746,0,0,0
25083,21979,38721,0,0,0
25049,21962,38679,0,0,0
25018,21939,38626,0,0,0
24996,21923,38580,0,0,0
24966,21908,38540,0,0,0
24923,21878,38485,0,0,0
24884,21839,38418,0,0,0
24854,21807,38363,0,0,0
24821,21783,38315,0,0,0
24779,21752,38254,0,0,0
24741,21719,38188,0,0,0
24710,21697,38133,0,0,0
24668,21676,38076,0,0,0
24615,21639,38001,0,0,0
24572,21601,37928,0,0,0
24543,21578,37875,0,0,0
24509,21560,37829,0,0,0
24466,21531,37769,0,0,0
24431,21497,37703,0,0,0
24402,21472,37647,0,0,0
24367,21449,37591,0,0,0
24331,21419,37520,0,0,0
24306,21391,37450,0,0,0
24284,21374,37400,0,0,0
24250,21355,37351,0,0,0
24206,21328,37287,0,0,0
24169,21303,37225,0,0,0
24132,21288,37178,0,0,0
24088,21270,37130,0,0,0
24049,21244,37071,0,0,0
24019,21220,37017,0,0,0
23982,21200,36973,0,0,0
23933,21173,36918,0,0,0
23895,21137,36852,0,0,0
23875,21112,36797,0,0,0
23854,21099,36756,0,0,0
23814,21080,36707,0,0,0
23771,21052,36642,0,0,0
23741,21033,36582,0,0,0
23710,21020,36530,0,0,0
23668,21000,36471,0,0,0
23629,20973,36404,0,0,0
23602,20951,36350,0,0,0
23572,20933,36308,0,0,0
23533,20904,36259,0,0,0
23502,20868,36203,0,0,0
23484,20844,36161,0,0,0
23463,20827,36130,0,0,0
23435,20801,36086,0,0,0
23413,20772,36033,0,0,0
23395,20754,35991,0,0,0
23367,20743,35953,0,0,0
23333,20725,35903,0,0,0
23309,20706,35851,0,0,0
23289,20695,35817,0,0,0
23252,20683,35787,0,0,0
23207,20657,35744,0,0,0
23178,20632,35701,0,0,0
23166,20622,35675,0,0,0
23146,20612,35650,0,0,0
23122,20589,35611,0,0,0
23109,20567,35570,0,0,0
23105,20562,35546,0,0,0
23102,20567,35534,0,0,0
23106,20571,35521,0,0,0
23126,20582,35524,0,0,0
23160,20613,35559,0,0,0
23199,20650,35610,0,0,0
23256,20688,35670,0,0,0
23349,20745,35768,0,0,0
23468,20831,35916,0,0,0
23598,20930,36093,0,0,0
23749,21036,36287,0,0,0
23929,21161,36518,0,0,0
24122,21307,36786,0,0,0
24316,21455,37068,0,0,0
24525,21605,37354,0,0,0
24753,21768,37660,0,0,0
24981,21937,37982,0,0,0
25192,22095,38294,0,0,0
25400,22243,38592,0,0,0
25616,22397,38898,0,0,0
25822,22554,39207,0,0,0
26006,22696,39490,0,0,0
26181,22821,39744,0,0,0
26346,22940,39987,0,0,0
26487,23047,40214,0,0,0
26606,23131,40410,0,0,0
26717,23203,40578,0,0,0
26820,23278,40735,0,0,0
26897,23344,40872,0,0,0
26948,23386,40967,0,0,0
26995,23411,41031,0,0,0
27039,23438,41088,0,0,0
27060,23459,41131,0,0,0
27056,23457,41147,0,0,0
27045,23443,41143,0,0,0
27031,23435,41136,0,0,0
27002,23427,41119,0,0,0
26963,23407,41077,0,0,0
26932,23385,41029,0,0,0
26905,23371,40995,0,0,0
26862,23349,40955,0,0,0
26808,23309,40891,0,0,0
26765,23268,40819,0,0,0
26730,23237,40759,0,0,0
26686,23206,40698,0,0,0
26640,23168,40623,0,0,0
26606,23133,40553,0,0,0
26572,23106,40499,0,0,0
26531,23078,40447,0,0,0
26498,23047,40388,0,0,0
26479,23029,40342,0,0,0
26453,23022,40311,0,0,0
26410,23006,40270,0,0,0
26370,22976,40213,0,0,0
26344,22953,40164,0,0,0
26318,22939,40126,0,0,0
26279,22917,40078,0,0,0
26241,22885,40018,0,0,0
26208,22858,39963,0,0,0
26163,22832,39914,0,0,0
26105,22796,39850,0,0,0
26054,22756,39776,0,0,0
26019,22730,39716,0,0,0
25984,22711,39668,0,0,0
25941,22681,39609,0,0,0
25904,22644,39545,0,0,0
25878,22617,39501,0,0,0
25849,22599,39471,0,0,0
25819,22577,39436,0,0,0
25805,22557,39406,0,0,0
25803,22549,39395,0,0,0
25793,22545,39390,0,0,0
25781,22536,39374,0,0,0
25789,22534,39363,0,0,0
25811,22549,39377,0,0,0
25824,22570,39399,0,0,0
25826,22578,39406,0,0,0
25835,22585,39410,0,0,0
25853,22605,39430,0,0,0
25866,22626,39454,0,0,0
25877,22636,39464,0,0,0
25898,22643,39473,0,0,0
25924,22659,39500,0,0,0
25943,22673,39527,0,0,0
25956,22675,39535,0,0,0
25974,22680,39543,0,0,0
25985,22695,39560,0,0,0
25978,22703,39568,0,0,0
25965,22702,39560,0,0,0
25958,22701,39553,0,0,0
25945,22704,39553,0,0,0
25918,22699,39543,0,0,0
25894,22683,39520,0,0,0
25878,22668,39498,0,0,0
25853,22657,39480,0,0,0
25811,22634,39446,0,0,0
25772,22600,39394,0,0,0
25748,22573,39345,0,0,0
25722,22552,39298,0,0,0
25680,22520,39236,0,0,0
25636,22479,39161,0,0,0
25601,22443,39096,0,0,0
25559,22412,39040,0,0,0
25507,22372,38972,0,0,0
25461,22326,38894,0,0,0
25425,22290,38831,0,0,0
25381,22259,38776,0,0,0
25324,22216,38705,0,0,0
25271,22169,38624,0,0,0
25224,22134,38553,0,0,0
25170,22101,38483,0,0,0
25110,22056,38399,0,0,0
25061,22012,38314,0,0,0
25023,21979,38246,0,0,0
24972,21944,38181,0,0,0
24907,21895,38098,0,0,0
24847,21843,38012,0,0,0
24796,21806,37942,0,0,0
24742,21778,37879,0,0,0
24686,21744,37805,0,0,0
24639,21709,37730,0,0,0
24594,21682,37671,0,0,0
24541,21653,37611,0,0,0
24490,21613,37536,0,0,0
24453,21578,37466,0,0,0
24422,21556,37413,0,0,0
24377,21529,37356,0,0,0
24328,21489,37288,0,0,0
24288,21449,37221,0,0,0
24247,21416,37161,0,0,0
24196,21382,37094,0,0,0
24151,21349,37020,0,0,0
24122,21329,36957,0,0,0
24088,21318,36906,0,0,0
24036,21298,36849,0,0,0
23985,21266,36780,0,0,0
23954,21242,36719,0,0,0
23925,21227,36670,0,0,0
23885,21203,36616,0,0,0
23846,21167,36553,0,0,0
23817,21134,36501,0,0,0
23782,21107,36456,0,0,0
23734,21072,36399,0,0,0
23691,21032,36332,0,0,0
23661,21002,36280,0,0,0
23630,20983,36241,0,0,0
23595,20962,36194,0,0,0
23570,20937,36147,0,0,0
23552,20923,36116,0,0,0
23528,20918,36095,0,0,0
23505,20911,36069,0,0,0
23510,20915,36056,0,0,0
23545,20945,36079,0,0,0
23595,20994,36136,0,0,0
23660,21048,36207,0,0,0
23753,21111,36302,0,0,0
23874,21196,36443,0,0,0
24012,21297,36626,0,0,0
24170,21405,36830,0,0,0
24354,21524,37062,0,0,0
24552,21662,37330,0,0,0
24747,21806,37615,0,0,0
24943,21944,37897,0,0,0
25156,22090,38192,0,0,0
25377,22252,38509,0,0,0
25584,22413,38826,0,0,0
25781,22560,39126,0,0,0
25979,22704,39422,0,0,0
26163,22846,39714,0,0,0
26325,22972,39981,0,0,0
26481,23084,40217,0,0,0
26638,23194,40440,0,0,0
26777,23303,40651,0,0,0
26883,23390,40829,0,0,0
26973,23455,40971,0,0,0
27061,23514,41101,0,0,0
27132,23572,41221,0,0,0
27174,23609,41310,0,0,0
27200,23626,41365,0,0,0
27222,23638,41406,0,0,0
27225,23648,41436,0,0,0
27207,23644,41437,0,0,0
27189,23630,41418,0,0,0
27177,23617,41400,0,0,0
27152,23600,41377,0,0,0
27110,23564,41332,0,0,0
27065,23515,41268,0,0,0
27023,23472,41207,0,0,0
26969,23431,41147,0,0,0
26902,23383,41070,0,0,0
26840,23333,40986,0,0,0
26783,23295,40917,0,0,0
26717,23258,40849,0,0,0
26646,23208,40767,0,0,0
26592,23161,40690,0,0,0
26553,23132,40636,0,0,0
26508,23104,40585,0,0,0
26456,23064,40517,0,0,0
26413,23024,40443,0,0,0
26377,22996,40381,0,0,0
26337,22974,40323,0,0,0
26297,22944,40257,0,0,0
26265,22914,40193,0,0,0
26230,22890,40140,0,0,0
26181,22861,40084,0,0,0
26130,22822,40013,0,0,0
26089,22786,39944,0,0,0
26047,22759,39889,0,0,0
25989,22724,39829,0,0,0
25927,22678,39755,0,0,0
25878,22637,39686,0,0,0
25829,22608,39629,0,0,0
25773,22578,39569,0,0,0
25727,22548,39505,0,0,0
25700,22531,39456,0,0,0
25671,22525,39422,0,0,0
25635,22510,39382,0,0,0
25609,22488,39333,0,0,0
25600,22477,39301,0,0,0
25592,22475,39288,0,0,0
25574,22463,39272,0,0,0
25559,22444,39252,0,0,0
25557,22436,39244,0,0,0
25551,22437,39246,0,0,0
25535,22435,39242,0,0,0
25526,22431,39236,0,0,0
25525,22435,39242,0,0,0
25518,22441,39254,0,0,0
25505,22434,39249,0,0,0
25502,22422,39236,0,0,0
25513,22425,39243,0,0,0
25519,22434,39259,0,0,0
25509,22428,39259,0,0,0
25499,22415,39250,0,0,0
25495,22411,39251,0,0,0
25485,22408,39251,0,0,0
25470,22393,39229,0,0,0
25464,22379,39201,0,0,0
25460,22374,39182,0,0,0
25437,22363,39158,0,0,0
25402,22333,39112,0,0,0
25377,22304,39064,0,0,0
25354,22287,39026,0,0,0
25316,22267,38983,0,0,0
25269,22237,38924,0,0,0
25230,22206,38865,0,0,0
25191,22182,38811,0,0,0
25141,22152,38749,0,0,0
25093,22113,38675,0,0,0
25053,22078,38605,0,0,0
